batch_size,learning_rate,split_count,cnt_min,cnt_max,embedding_dim,category_embedding_dim,hidden_size,checkpoint,epoch_num,accuracy,early_stop_epoch,hidden_size,sample_fraction,metric_rankme,metric_coherence,metric_pseudo_condition_number,metric_alpha_req,metric_stable_rank,metric_ne_sum,metric_self_clustering,metric_ripser_sum_H0,metric_ripser_sum_H1,std_metric_rankme,std_metric_coherence,std_metric_pseudo_condition_number,std_metric_alpha_req,std_metric_stable_rank,std_metric_ne_sum,std_metric_self_clustering,std_metric_ripser_sum_H0,std_metric_ripser_sum_H1,time_rankme,time_coherence,time_pseudo_condition_number,time_alpha_req,time_stable_rank,time_ne_sum,time_self_clustering,time_ripser_sum_H0,time_ripser_sum_H1,std_time_rankme,std_time_coherence,std_time_pseudo_condition_number,std_time_alpha_req,std_time_stable_rank,std_time_ne_sum,std_time_self_clustering,std_time_ripser_sum_H0,std_time_ripser_sum_H1
32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=00.ckpt,0,0.48777777777777775,7,128,0.2875,40.4831,6.9829,0.0011,3.9955,1.1741,5.8351,0.7244,4652.5806,501.6268,0.0698,0.8919,0.0,0.0064,0.0011,0.0942,0.0013,8.4492,9.5312,0.0001,0.0005,0.0,0.0002,0.0003,0.0032,0.0415,7.4385,7.4385,0.0,0.0,0.0,0.0,0.0,0.0001,0.0006,1.031,1.031
32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=01.ckpt,1,0.5027777777777778,7,128,0.2875,41.5872,4.9551,0.0005,3.9726,1.1284,7.1147,0.7835,5441.108,608.648,0.0612,0.5362,0.0,0.0049,0.0006,0.1209,0.0008,9.7745,6.3623,0.0001,0.0005,0.0,0.0002,0.0003,0.0033,0.0419,8.3728,8.3728,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0005,0.7388,0.7388
32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=02.ckpt,2,0.5136111111111111,7,128,0.2875,43.825,4.4204,0.0005,3.9875,1.1373,7.3044,0.7713,6056.389,681.9146,0.0617,0.2702,0.0,0.0043,0.0006,0.1227,0.0008,11.7355,5.8243,0.0001,0.0005,0.0,0.0002,0.0003,0.0033,0.0418,8.3706,8.3706,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0006,1.0443,1.0443
32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=03.ckpt,3,0.5177777777777778,7,128,0.2875,44.7379,3.804,0.0005,4.0164,1.1313,7.0243,0.7797,6375.4087,651.8146,0.0489,0.3545,0.0,0.0047,0.0006,0.1253,0.0008,14.6036,6.1057,0.0001,0.0005,0.0,0.0002,0.0003,0.0033,0.0419,6.2238,6.2238,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0003,0.2363,0.2363
32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=04.ckpt,4,0.5222222222222223,7,128,0.2875,46.2404,4.0753,0.0004,4.0773,1.138,7.92,0.7706,6833.7666,699.6849,0.0542,0.4851,0.0,0.0049,0.0007,0.1215,0.0009,14.6639,9.8204,0.0001,0.0005,0.0,0.0002,0.0003,0.0033,0.042,6.7812,6.7812,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0007,0.4052,0.4052
32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=05.ckpt,5,0.5194444444444445,7,128,0.2875,47.9353,5.7679,0.0002,4.1345,1.1479,7.4027,0.7577,7184.1826,696.8352,0.0503,1.4272,0.0,0.005,0.0007,0.1245,0.001,12.3613,11.0291,0.0001,0.0005,0.0,0.0002,0.0003,0.0033,0.0424,6.0736,6.0736,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0006,0.4021,0.4021
32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=06.ckpt,6,0.5311111111111111,7,128,0.2875,46.2667,7.244,1e-04,4.1992,1.1299,8.1521,0.7819,7087.455,643.7048,0.0578,2.6891,0.0,0.0063,0.0007,0.138,0.0009,13.1536,8.5923,0.0001,0.0005,0.0,0.0002,0.0003,0.0033,0.0424,5.6391,5.6391,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0005,0.3531,0.3531
32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=07.ckpt,7,0.5177777777777778,7,128,0.2875,46.7761,8.4594,1e-04,4.2533,1.1345,7.4518,0.7757,7193.9233,647.8864,0.0534,3.307,0.0,0.0081,0.0008,0.1178,0.001,11.1249,9.0175,0.0001,0.0005,0.0,0.0002,0.0003,0.0033,0.0424,5.4137,5.4137,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0004,0.2469,0.2469
32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=08.ckpt,8,0.5288888888888889,7,128,0.2875,47.2919,8.5765,1e-04,4.3533,1.1401,7.2656,0.7682,7447.992,699.716,0.0482,3.0861,0.0,0.0086,0.0008,0.1119,0.001,12.2455,9.2424,0.0001,0.0005,0.0,0.0002,0.0003,0.0033,0.0422,5.8378,5.8378,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0006,0.192,0.192
32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=09.ckpt,9,0.5397222222222222,7,128,0.2875,47.7284,8.0463,1e-04,4.3434,1.1371,8.2602,0.7721,7531.535,690.9732,0.0607,1.4269,0.0,0.0104,0.0008,0.1346,0.0011,11.405,10.9252,0.0001,0.0005,0.0,0.0002,0.0003,0.0033,0.0429,5.717,5.717,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0008,0.3585,0.3585
32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=10.ckpt,10,0.5405555555555556,7,128,0.2875,48.3589,7.3783,1e-04,4.2493,1.1508,6.8797,0.7541,7622.4526,709.8958,0.0482,1.1057,0.0,0.0072,0.0008,0.0993,0.001,13.4128,8.5439,0.0001,0.0005,0.0,0.0002,0.0003,0.0032,0.0423,5.8579,5.8579,0.0,0.0001,0.0,0.0,0.0,0.0,0.0004,0.2145,0.2145
32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=11.ckpt,11,0.5263888888888889,7,128,0.2875,49.3656,8.218,1e-04,4.1861,1.1523,7.6726,0.7517,7749.7153,718.3878,0.0636,1.2074,0.0,0.0121,0.0008,0.1278,0.0011,15.4785,10.4917,0.0001,0.0005,0.0,0.0002,0.0003,0.0032,0.0424,6.0238,6.0238,0.0,0.0001,0.0,0.0,0.0,0.0,0.0006,0.3804,0.3804
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=00.ckpt,0,0.4613888888888889,8,128,0.2875,36.4276,6.4605,0.0016,4.147,1.1665,6.4041,0.7355,3909.444,395.3302,0.0612,0.5514,0.0,0.0042,0.0011,0.0861,0.0013,9.5335,11.1071,0.0001,0.0005,0.0,0.0002,0.0003,0.0032,0.042,5.7387,5.7387,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0013,0.5762,0.5762
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=01.ckpt,1,0.48388888888888887,8,128,0.2875,39.4261,5.4373,0.0012,3.8676,1.1401,6.5305,0.7689,4634.398,459.5574,0.0554,0.7439,0.0,0.0038,0.0006,0.0678,0.0008,7.6348,7.56,0.0001,0.0005,0.0,0.0002,0.0003,0.0033,0.0423,6.6252,6.6252,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0009,0.5768,0.5768
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=02.ckpt,2,0.4936111111111111,8,128,0.2875,43.4898,4.0093,0.0011,3.732,1.145,6.8319,0.7612,5338.85,544.5451,0.0485,0.3201,0.0,0.0019,0.0005,0.0969,0.0006,8.1574,4.9198,0.0001,0.0005,0.0,0.0002,0.0003,0.0032,0.0418,6.8138,6.8138,0.0,0.0,0.0,0.0,0.0,0.0001,0.0003,0.356,0.356
