,batch_size,learning_rate,split_count,cnt_min,cnt_max,embedding_dim,category_embedding_dim,hidden_size,checkpoint,epoch_num,accuracy,early_stop_epoch,hidden_size.1,metric_rankme,metric_coherence,metric_pseudo_condition_number,metric_alpha_req,metric_stable_rank,metric_ne_sum,metric_self_clustering,metric_ripser,time_rankme,time_coherence,time_pseudo_condition_number,time_alpha_req,time_stable_rank,time_ne_sum,time_self_clustering,time_ripser
88,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=09.ckpt,9,0.707906976744186,27,128,38.2352,1.3648,0.0007,4.908,1.2921,7.9639,0.5941,-305.7176,0.0001,0.0001,0.0,0.0001,0.0,0.0011,0.0002,0.0737
89,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=10.ckpt,10,0.7144186046511628,27,128,39.3293,1.3633,0.0008,4.8767,1.3159,7.7588,0.5746,-317.5166,0.0001,0.0001,0.0,0.0001,0.0,0.0016,0.0002,0.0824
90,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=11.ckpt,11,0.72,27,128,38.6512,1.3639,0.0008,4.8702,1.2771,7.9323,0.6076,-315.876,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0713
91,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=12.ckpt,12,0.7032558139534884,27,128,40.1378,1.3628,0.0008,4.8665,1.3003,8.8393,0.5878,-326.0785,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0865
92,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=13.ckpt,13,0.7088372093023256,27,128,40.0041,1.363,0.0008,4.8653,1.2998,8.0289,0.5859,-331.2633,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.072
93,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=14.ckpt,14,0.7069767441860465,27,128,40.1894,1.3621,0.0007,4.8467,1.2926,8.0363,0.5939,-336.9638,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0708
94,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=15.ckpt,15,0.6995348837209302,27,128,39.9553,1.364,0.0007,4.8602,1.2838,8.0465,0.6018,-336.5029,0.0001,0.0001,0.0,0.0001,0.0,0.0018,0.0002,0.0855
95,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=16.ckpt,16,0.6986046511627907,27,128,40.8275,1.3608,0.0008,4.8201,1.2943,8.3149,0.5926,-346.9991,0.0001,0.0001,0.0,0.0001,0.0,0.0014,0.0002,0.0688
96,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=17.ckpt,17,0.7041860465116279,27,128,40.7331,1.3618,0.0008,4.824,1.2805,8.0229,0.6045,-349.21,0.0001,0.0001,0.0,0.0001,0.0,0.0014,0.0002,0.0665
97,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=18.ckpt,18,0.707906976744186,27,128,41.8563,1.3591,0.0007,4.8131,1.2898,8.0221,0.5951,-354.5104,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0682
98,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=19.ckpt,19,0.7134883720930233,27,128,42.1368,1.36,0.0007,4.8249,1.295,8.2821,0.5918,-362.4069,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0887
99,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=20.ckpt,20,0.7004651162790698,27,128,41.9537,1.3584,0.0007,4.831,1.2845,8.6516,0.601,-359.7252,0.0001,0.0001,0.0,0.0001,0.0,0.0009,0.0002,0.0742
100,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=21.ckpt,21,0.6948837209302325,27,128,42.1315,1.3592,0.0007,4.8201,1.2836,8.6719,0.6005,-363.8209,0.0001,0.0001,0.0,0.0001,0.0,0.0009,0.0002,0.0864
101,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=22.ckpt,22,0.6855813953488372,27,128,41.7138,1.3596,0.0007,4.85,1.2776,8.8624,0.6063,-361.556,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0894
102,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=23.ckpt,23,0.6920930232558139,27,128,42.128,1.3605,0.0007,4.8447,1.2819,9.2695,0.6024,-364.5033,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0884
103,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=24.ckpt,24,0.7013953488372093,27,128,42.2755,1.3602,0.0007,4.8302,1.2853,9.3263,0.5994,-368.0481,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0924
104,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=25.ckpt,25,0.6995348837209302,27,128,42.5829,1.362,0.0007,4.8013,1.2865,8.8215,0.5981,-371.3727,0.0001,0.0001,0.0,0.0001,0.0,0.0033,0.0002,0.078
105,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=26.ckpt,26,0.7069767441860465,27,128,41.806,1.361,0.0007,4.8412,1.2652,9.1784,0.6172,-365.843,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0813
106,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=27.ckpt,27,0.6967441860465117,27,128,42.7548,1.3621,0.0007,4.8147,1.2835,9.609,0.6007,-375.2484,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0772
107,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=28.ckpt,28,0.7013953488372093,27,128,42.7484,1.3613,0.0007,4.8284,1.2777,9.9596,0.6061,-374.332,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.073
108,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=29.ckpt,29,0.7144186046511628,27,128,42.1673,1.362,0.0007,4.8385,1.2669,9.6906,0.6157,-372.791,0.0001,0.0001,0.0,0.0001,0.0,0.0009,0.0002,0.0592
109,64,0.001,3,10,50,16,8,256,checkpoints/model_64_0.001_3_10_50_256epoch=00.ckpt,0,0.6883720930232559,12,256,27.6976,1.0,0.0002,5.6421,1.3555,4.2628,0.5554,-245.9454,0.0001,0.0001,0.0,0.0029,0.0001,0.052,0.0003,0.0658
110,64,0.001,3,10,50,16,8,256,checkpoints/model_64_0.001_3_10_50_256epoch=01.ckpt,1,0.6790697674418604,12,256,32.1649,1.0,0.0003,5.5724,1.3646,5.0221,0.5528,-264.745,0.0001,0.0001,0.0,0.0002,0.0,0.0344,0.0003,0.0689
111,64,0.001,3,10,50,16,8,256,checkpoints/model_64_0.001_3_10_50_256epoch=02.ckpt,2,0.7004651162790698,12,256,36.0884,1.0,0.0003,5.4352,1.3381,6.6414,0.5609,-278.8348,0.0001,0.0001,0.0,0.0002,0.0,0.0402,0.0003,0.0745
112,64,0.001,3,10,50,16,8,256,checkpoints/model_64_0.001_3_10_50_256epoch=03.ckpt,3,0.7013953488372093,12,256,38.5725,1.0,0.0004,5.3267,1.3271,6.462,0.5716,-302.7128,0.0001,0.0001,0.0,0.0001,0.0,0.0611,0.0003,0.0817
113,64,0.001,3,10,50,16,8,256,checkpoints/model_64_0.001_3_10_50_256epoch=04.ckpt,4,0.707906976744186,12,256,40.1823,1.0,0.0004,5.2183,1.3227,6.3345,0.5709,-329.478,0.0001,0.0001,0.0,0.0001,0.0,0.0463,0.0003,0.0678
114,64,0.001,3,10,50,16,8,256,checkpoints/model_64_0.001_3_10_50_256epoch=05.ckpt,5,0.6902325581395349,12,256,42.1717,1.0,0.0005,5.1347,1.3313,5.6857,0.5647,-348.5786,0.0001,0.0001,0.0,0.0002,0.0001,0.0406,0.0003,0.0803
115,64,0.001,3,10,50,16,8,256,checkpoints/model_64_0.001_3_10_50_256epoch=06.ckpt,6,0.6967441860465117,12,256,43.8848,1.0,0.0005,5.0531,1.3034,6.0073,0.5862,-360.8819,0.0001,0.0001,0.0,0.0002,0.0,0.0319,0.0003,0.0852
116,64,0.001,3,10,50,16,8,256,checkpoints/model_64_0.001_3_10_50_256epoch=07.ckpt,7,0.7106976744186047,12,256,43.9309,1.0,0.0005,4.9986,1.2689,4.8602,0.6132,-370.0278,0.0001,0.0001,0.0,0.0002,0.0,0.0138,0.0003,0.0872
117,64,0.001,3,10,50,16,8,256,checkpoints/model_64_0.001_3_10_50_256epoch=08.ckpt,8,0.7125581395348837,12,256,46.543,1.0,0.0006,4.9639,1.2652,7.1685,0.618,-383.9212,0.0001,0.0001,0.0,0.0001,0.0,0.0439,0.0003,0.0766
118,64,0.001,3,10,50,16,8,256,checkpoints/model_64_0.001_3_10_50_256epoch=09.ckpt,9,0.7209302325581395,12,256,48.1648,1.0,0.0006,4.9155,1.2697,7.3414,0.6154,-399.12,0.0001,0.0001,0.0,0.0002,0.0001,0.0886,0.0003,0.0807
119,64,0.001,3,10,50,16,8,256,checkpoints/model_64_0.001_3_10_50_256epoch=10.ckpt,10,0.7144186046511628,12,256,49.3306,1.0,0.0006,4.9085,1.2698,7.8015,0.6159,-411.7718,0.0001,0.0001,0.0,0.0001,0.0,0.0497,0.0003,0.0733
120,64,0.001,3,10,50,16,8,256,checkpoints/model_64_0.001_3_10_50_256epoch=11.ckpt,11,0.7144186046511628,12,256,48.7524,1.0,0.0006,4.8802,1.2605,6.7945,0.6217,-423.0146,0.0001,0.0001,0.0,0.0002,0.0,0.0434,0.0003,0.084
121,64,0.001,3,10,50,16,8,256,checkpoints/model_64_0.001_3_10_50_256epoch=12.ckpt,12,0.72,12,256,50.0508,1.0,0.0006,4.8846,1.2663,8.3599,0.616,-431.2472,0.0001,0.0001,0.0,0.0002,0.0,0.011,0.0003,0.0711
122,64,0.001,3,10,50,16,8,256,checkpoints/model_64_0.001_3_10_50_256epoch=13.ckpt,13,0.7218604651162791,12,256,50.6563,1.0,0.0006,4.874,1.2673,9.0914,0.6171,-444.5182,0.0001,0.0001,0.0,0.0002,0.0,0.0667,0.0003,0.0801
123,64,0.001,3,10,50,16,8,256,checkpoints/model_64_0.001_3_10_50_256epoch=14.ckpt,14,0.7172093023255814,12,256,50.0776,1.0,0.0006,4.8844,1.258,8.7022,0.6249,-445.1522,0.0001,0.0001,0.0,0.0002,0.0,0.0364,0.0003,0.0841
124,64,0.001,3,10,50,16,8,256,checkpoints/model_64_0.001_3_10_50_256epoch=15.ckpt,15,0.7088372093023256,12,256,50.173,1.0,0.0006,4.8764,1.2466,9.2646,0.6356,-453.684,0.0001,0.0001,0.0,0.0002,0.0,0.0542,0.0003,0.0858
125,64,0.001,3,10,50,16,8,256,checkpoints/model_64_0.001_3_10_50_256epoch=16.ckpt,16,0.72,12,256,49.949,1.0,0.0006,4.8788,1.2445,9.1715,0.6372,-452.4084,0.0001,0.0001,0.0,0.0002,0.0,0.0275,0.0003,0.0727
126,64,0.001,3,10,50,16,8,1024,checkpoints/model_64_0.001_3_10_50_1024epoch=00.ckpt,0,0.6809302325581396,18,1024,31.6138,1.0,0.0004,5.3157,1.4343,2.8903,0.5195,-289.6699,0.0001,0.0001,0.0,0.0002,0.0002,0.2206,0.0009,0.0943
127,64,0.001,3,10,50,16,8,1024,checkpoints/model_64_0.001_3_10_50_1024epoch=01.ckpt,1,0.7088372093023256,18,1024,39.6455,1.0,0.0007,5.0175,1.3451,5.2821,0.5665,-331.3845,0.0001,0.0001,0.0,0.0002,0.0002,0.2415,0.0009,0.0871
128,64,0.001,3,10,50,16,8,1024,checkpoints/model_64_0.001_3_10_50_1024epoch=02.ckpt,2,0.7190697674418605,18,1024,43.5736,1.0,0.0009,4.7762,1.3618,4.1398,0.5556,-372.3256,0.0001,0.0001,0.0,0.0002,0.0002,0.2584,0.0009,0.0925
129,64,0.001,3,10,50,16,8,1024,checkpoints/model_64_0.001_3_10_50_1024epoch=03.ckpt,3,0.7013953488372093,18,1024,47.6219,1.0,0.0011,4.5515,1.3472,4.8474,0.5596,-405.7679,0.0001,0.0001,0.0,0.0002,0.0002,0.2344,0.0009,0.0941
130,64,0.001,3,10,50,16,8,1024,checkpoints/model_64_0.001_3_10_50_1024epoch=04.ckpt,4,0.7023255813953488,18,1024,51.2143,1.0,0.0012,4.3683,1.3108,6.4121,0.5897,-423.3853,0.0001,0.0001,0.0,0.0002,0.0002,0.2637,0.0009,0.0902
131,64,0.001,3,10,50,16,8,1024,checkpoints/model_64_0.001_3_10_50_1024epoch=05.ckpt,5,0.7144186046511628,18,1024,51.5743,1.0,0.0012,4.2878,1.2497,7.0511,0.6404,-436.1402,0.0001,0.0001,0.0,0.0002,0.0002,0.2779,0.0009,0.0956
132,64,0.001,3,10,50,16,8,1024,checkpoints/model_64_0.001_3_10_50_1024epoch=06.ckpt,6,0.72,18,1024,55.166,1.0,0.0015,4.1306,1.2572,7.8556,0.6341,-469.7657,0.0001,0.0001,0.0,0.0002,0.0002,0.2848,0.0014,0.0941
133,64,0.001,3,10,50,16,8,1024,checkpoints/model_64_0.001_3_10_50_1024epoch=07.ckpt,7,0.7302325581395349,18,1024,55.4569,1.0,0.0014,4.0915,1.2257,7.8612,0.6645,-463.7562,0.0001,0.0001,0.0,0.0002,0.0002,0.2445,0.0009,0.0927
134,64,0.001,3,10,50,16,8,1024,checkpoints/model_64_0.001_3_10_50_1024epoch=08.ckpt,8,0.7246511627906976,18,1024,57.5593,1.0,0.0017,3.9691,1.2383,7.5156,0.6517,-498.13,0.0001,0.0001,0.0,0.0002,0.0002,0.2587,0.001,0.0925
135,64,0.001,3,10,50,16,8,1024,checkpoints/model_64_0.001_3_10_50_1024epoch=09.ckpt,9,0.7348837209302326,18,1024,57.2467,1.0,0.0017,3.948,1.2268,7.7938,0.6625,-498.9198,0.0001,0.0001,0.0,0.0002,0.0002,0.3519,0.001,0.0906
136,64,0.001,3,10,50,16,8,1024,checkpoints/model_64_0.001_3_10_50_1024epoch=10.ckpt,10,0.7339534883720931,18,1024,57.5512,1.0,0.0017,3.9247,1.2218,8.8532,0.6681,-511.0656,0.0001,0.0001,0.0,0.0002,0.0002,0.2727,0.0017,0.0931
137,64,0.001,3,10,50,16,8,1024,checkpoints/model_64_0.001_3_10_50_1024epoch=11.ckpt,11,0.7283720930232558,18,1024,58.058,1.0,0.0017,3.8846,1.224,8.4279,0.6652,-525.4652,0.0001,0.0001,0.0,0.0002,0.0002,4.6041,0.0014,0.0855
138,64,0.001,3,10,50,16,8,1024,checkpoints/model_64_0.001_3_10_50_1024epoch=12.ckpt,12,0.7367441860465116,18,1024,59.7351,1.0,0.0019,3.8351,1.2359,8.9665,0.6527,-544.8942,0.0001,0.0001,0.0,0.0002,0.0002,6.6178,0.001,0.0766
139,64,0.001,3,10,50,16,8,1024,checkpoints/model_64_0.001_3_10_50_1024epoch=13.ckpt,13,0.7218604651162791,18,1024,57.8629,1.0,0.0018,3.8487,1.2199,7.9525,0.6667,-539.1875,0.0002,0.0001,0.0,0.0002,0.0002,5.6782,0.001,0.0999
140,64,0.001,3,10,50,16,8,1024,checkpoints/model_64_0.001_3_10_50_1024epoch=14.ckpt,14,0.7330232558139534,18,1024,59.0968,1.0,0.0018,3.835,1.2182,8.5658,0.6697,-546.3274,0.0001,0.0001,0.0,0.0002,0.0002,6.5275,0.0018,0.0782
141,64,0.001,3,10,50,16,8,1024,checkpoints/model_64_0.001_3_10_50_1024epoch=15.ckpt,15,0.7339534883720931,18,1024,59.6157,1.0,0.0019,3.7994,1.2238,8.5225,0.665,-561.5708,0.0001,0.0001,0.0,0.0002,0.0002,5.7029,0.001,0.0919
142,64,0.001,3,10,50,16,8,1024,checkpoints/model_64_0.001_3_10_50_1024epoch=16.ckpt,16,0.7311627906976744,18,1024,59.1118,1.0,0.0019,3.826,1.2203,8.5254,0.668,-558.224,0.0001,0.0001,0.0,0.0002,0.0002,5.2411,0.001,0.117
143,64,0.001,3,10,50,16,8,1024,checkpoints/model_64_0.001_3_10_50_1024epoch=17.ckpt,17,0.7274418604651163,18,1024,60.8974,1.0,0.002,3.7723,1.2246,8.4334,0.6631,-579.2192,0.0001,0.0001,0.0,0.0002,0.0002,5.2703,0.0014,0.0733
144,64,0.001,3,10,50,16,8,1024,checkpoints/model_64_0.001_3_10_50_1024epoch=18.ckpt,18,0.7293023255813953,18,1024,59.8713,1.0,0.0019,3.7886,1.22,8.7095,0.668,-577.7224,0.0001,0.0001,0.0,0.0002,0.0002,0.2989,0.0013,0.0969
145,64,0.001,3,10,50,16,8,1024,checkpoints/model_64_0.001_3_10_50_1024epoch=19.ckpt,19,0.7376744186046512,18,1024,60.3904,1.0,0.002,3.7605,1.2102,8.4469,0.6784,-578.9076,0.0001,0.0001,0.0,0.0002,0.0002,0.2689,0.001,0.0927
146,64,0.001,3,10,50,16,8,1024,checkpoints/model_64_0.001_3_10_50_1024epoch=20.ckpt,20,0.7339534883720931,18,1024,62.0995,1.0,0.0021,3.7496,1.2278,8.9832,0.66,-597.0915,0.0001,0.0001,0.0,0.0002,0.0002,0.3034,0.001,0.0961
147,64,0.001,3,10,50,16,8,1024,checkpoints/model_64_0.001_3_10_50_1024epoch=21.ckpt,21,0.7330232558139534,18,1024,61.4147,1.0,0.002,3.7731,1.2207,10.0091,0.6678,-595.76,0.0001,0.0001,0.0,0.0002,0.0002,5.4165,0.0014,0.0884
148,64,0.001,3,10,50,16,8,1024,checkpoints/model_64_0.001_3_10_50_1024epoch=22.ckpt,22,0.7237209302325581,18,1024,61.9701,1.0,0.0021,3.7592,1.2211,10.5433,0.6671,-607.6883,0.0001,0.0001,0.0,0.0002,0.0002,6.4528,0.001,0.0732
149,64,0.001,3,10,50,16,8,1468,checkpoints/model_64_0.001_3_10_50_1468epoch=00.ckpt,0,0.7041860465116279,18,1468,32.157,1.0,0.0004,5.2444,1.3658,3.8406,0.5522,-335.1362,0.0001,0.0001,0.0,0.0002,0.0003,10.4308,0.0018,0.0968
150,64,0.001,3,10,50,16,8,1468,checkpoints/model_64_0.001_3_10_50_1468epoch=01.ckpt,1,0.7153488372093023,18,1468,39.1107,1.0,0.0007,4.914,1.3088,5.3405,0.5985,-376.064,0.0001,0.0001,0.0,0.0002,0.0003,11.0032,0.0017,0.0985
151,64,0.001,3,10,50,16,8,1468,checkpoints/model_64_0.001_3_10_50_1468epoch=02.ckpt,2,0.7227906976744186,18,1468,44.0848,1.0,0.0009,4.6784,1.305,3.7754,0.5946,-406.6545,0.0005,0.0001,0.0,0.0002,0.0002,4.8088,0.0013,0.1051
152,64,0.001,3,10,50,16,8,1468,checkpoints/model_64_0.001_3_10_50_1468epoch=03.ckpt,3,0.7190697674418605,18,1468,47.248,1.0,0.001,4.5039,1.2634,5.2763,0.6346,-410.6698,0.0001,0.0001,0.0,0.0002,0.0002,1.2536,0.0014,0.1177
153,64,0.001,3,10,50,16,8,1468,checkpoints/model_64_0.001_3_10_50_1468epoch=04.ckpt,4,0.7423255813953489,18,1468,53.2606,1.0,0.0013,4.2547,1.2568,7.3375,0.6382,-459.877,0.0001,0.0001,0.0,0.0002,0.0003,4.9837,0.0013,0.08
154,64,0.001,3,10,50,16,8,1468,checkpoints/model_64_0.001_3_10_50_1468epoch=05.ckpt,5,0.7358139534883721,18,1468,56.2462,1.0,0.0015,4.0906,1.2591,7.451,0.6383,-478.5242,0.0001,0.0005,0.0,0.0002,0.0002,10.0423,0.0018,0.0758
155,64,0.001,3,10,50,16,8,1468,checkpoints/model_64_0.001_3_10_50_1468epoch=06.ckpt,6,0.7293023255813953,18,1468,58.3418,1.0,0.0017,3.9689,1.2498,7.4963,0.6429,-497.6062,0.0005,0.0001,0.0,0.0002,0.0002,10.7318,0.0019,0.0941
156,64,0.001,3,10,50,16,8,1468,checkpoints/model_64_0.001_3_10_50_1468epoch=07.ckpt,7,0.7190697674418605,18,1468,60.0708,1.0,0.0019,3.8729,1.2554,8.1095,0.6383,-528.6166,0.0001,0.0001,0.0,0.0002,0.0003,10.9948,0.017,0.1209
157,64,0.001,3,10,50,16,8,1468,checkpoints/model_64_0.001_3_10_50_1468epoch=08.ckpt,8,0.718139534883721,18,1468,59.4277,1.0,0.0019,3.7931,1.2402,8.2685,0.6509,-540.1116,0.0001,0.0001,0.0,0.0002,0.0002,9.9011,0.0022,0.122
158,64,0.001,3,10,50,16,8,1468,checkpoints/model_64_0.001_3_10_50_1468epoch=09.ckpt,9,0.7255813953488373,18,1468,62.0594,1.0,0.0021,3.7412,1.2578,8.5747,0.6348,-551.3008,0.0001,0.0001,0.0,0.0002,0.0002,1.2928,0.0013,0.1097
159,64,0.001,3,10,50,16,8,1468,checkpoints/model_64_0.001_3_10_50_1468epoch=10.ckpt,10,0.7358139534883721,18,1468,62.4245,1.0,0.0021,3.7305,1.2362,8.8577,0.6563,-547.3468,0.0001,0.0001,0.0,0.0002,0.0002,0.9754,0.0013,0.1007
160,64,0.001,3,10,50,16,8,1468,checkpoints/model_64_0.001_3_10_50_1468epoch=11.ckpt,11,0.7358139534883721,18,1468,62.7915,1.0,0.0021,3.7076,1.2433,8.945,0.6477,-567.5601,0.0009,0.0005,0.0,0.0002,0.0003,2.6131,0.0013,0.0887
161,64,0.001,3,10,50,16,8,1468,checkpoints/model_64_0.001_3_10_50_1468epoch=12.ckpt,12,0.7153488372093023,18,1468,63.935,1.0,0.0022,3.6804,1.2535,9.0911,0.6376,-578.8092,0.0001,0.0001,0.0,0.0002,0.0003,10.3296,0.0014,0.0951
162,64,0.001,3,10,50,16,8,1468,checkpoints/model_64_0.001_3_10_50_1468epoch=13.ckpt,13,0.7358139534883721,18,1468,63.0671,1.0,0.0022,3.6873,1.2381,9.3091,0.6532,-574.36,0.0001,0.0005,0.0,0.0002,0.0002,10.4824,0.0014,0.1357
163,64,0.001,3,10,50,16,8,1468,checkpoints/model_64_0.001_3_10_50_1468epoch=14.ckpt,14,0.7451162790697674,18,1468,64.4495,1.0,0.0023,3.6558,1.2512,9.2589,0.6404,-590.6578,0.0001,0.0005,0.0,0.0002,0.0003,11.0569,0.0019,0.0963
164,64,0.001,3,10,50,16,8,1468,checkpoints/model_64_0.001_3_10_50_1468epoch=15.ckpt,15,0.7311627906976744,18,1468,63.5012,1.0,0.0022,3.6726,1.2382,9.3221,0.6526,-588.69,0.0005,0.0001,0.0,0.0002,0.0002,10.1941,0.0022,0.1386
165,64,0.001,3,10,50,16,8,1468,checkpoints/model_64_0.001_3_10_50_1468epoch=16.ckpt,16,0.7348837209302326,18,1468,63.7364,1.0,0.0022,3.6718,1.2305,9.3812,0.6605,-581.2456,0.0001,0.0001,0.0,0.0002,0.0002,4.1885,0.0013,0.121
166,64,0.001,3,10,50,16,8,1468,checkpoints/model_64_0.001_3_10_50_1468epoch=17.ckpt,17,0.7404651162790697,18,1468,64.2842,1.0,0.0023,3.6562,1.2369,9.0009,0.6548,-598.1312,0.0005,0.0001,0.0,0.0002,0.0004,1.0955,0.0013,0.0978
167,64,0.001,3,10,50,16,8,1468,checkpoints/model_64_0.001_3_10_50_1468epoch=18.ckpt,18,0.7330232558139534,18,1468,64.9384,1.0,0.0023,3.6396,1.2343,9.2526,0.6566,-605.2333,0.0001,0.0001,0.0,0.0002,0.0003,1.1929,0.0013,0.1297
168,64,0.001,3,10,50,16,8,1468,checkpoints/model_64_0.001_3_10_50_1468epoch=19.ckpt,19,0.7302325581395349,18,1468,64.2849,1.0,0.0023,3.6599,1.233,9.3768,0.6573,-616.9787,0.0001,0.0001,0.0,0.0002,0.0002,10.3616,0.0022,0.099
169,64,0.001,3,10,50,16,8,1468,checkpoints/model_64_0.001_3_10_50_1468epoch=20.ckpt,20,0.7311627906976744,18,1468,65.0885,1.0,0.0024,3.6562,1.2411,8.9173,0.649,-618.2218,0.0005,0.0001,0.0,0.0002,0.0002,10.5042,0.0018,0.117
170,64,0.001,3,10,50,16,8,1468,checkpoints/model_64_0.001_3_10_50_1468epoch=21.ckpt,21,0.7311627906976744,18,1468,65.2341,1.0,0.0024,3.6646,1.2405,9.5122,0.6502,-625.3777,0.0001,0.0001,0.0,0.0002,0.0002,11.6414,0.0014,0.0974
171,64,0.001,3,10,50,16,8,1468,checkpoints/model_64_0.001_3_10_50_1468epoch=22.ckpt,22,0.7283720930232558,18,1468,65.3446,1.0,0.0024,3.6426,1.2357,9.3194,0.6544,-631.6138,0.0005,0.0001,0.0,0.0002,0.0003,11.726,0.0014,0.1083
172,64,0.001,3,10,50,16,8,2048,checkpoints/model_64_0.001_3_10_50_2048epoch=00.ckpt,0,0.7032558139534884,26,2048,34.0405,1.0,0.0005,5.1168,1.3456,4.3579,0.5931,-383.5364,0.0001,0.0001,0.0,0.0002,0.0004,3.9795,0.0019,0.1177
173,64,0.001,3,10,50,16,8,2048,checkpoints/model_64_0.001_3_10_50_2048epoch=01.ckpt,1,0.7106976744186047,26,2048,39.5586,1.0,0.0007,4.8187,1.2666,3.5223,0.645,-417.6803,0.0001,0.0001,0.0,0.0002,0.0004,4.0224,0.0018,0.1748
174,64,0.001,3,10,50,16,8,2048,checkpoints/model_64_0.001_3_10_50_2048epoch=00.ckpt,0,0.6976744186046512,25,2048,32.7728,1.0,0.0004,5.2382,1.3441,3.5069,0.5948,-356.8505,0.0001,0.0001,0.0,0.0002,0.0004,16.9592,0.0019,0.1202
175,64,0.001,3,10,50,16,8,2048,checkpoints/model_64_0.001_3_10_50_2048epoch=01.ckpt,1,0.7144186046511628,25,2048,41.2116,1.0,0.0006,4.9716,1.2806,5.5707,0.6403,-426.1962,0.0001,0.0001,0.0,0.0002,0.0004,17.9017,0.0018,0.1207
176,64,0.001,3,10,50,16,8,2048,checkpoints/model_64_0.001_3_10_50_2048epoch=02.ckpt,2,0.7116279069767442,25,2048,46.9596,1.0,0.0008,4.8187,1.3055,5.9717,0.6212,-438.8614,0.0001,0.0001,0.0,0.0002,0.0008,16.8375,0.0018,0.1411
177,64,0.001,3,10,50,16,8,2048,checkpoints/model_64_0.001_3_10_50_2048epoch=03.ckpt,3,0.72,25,2048,50.7227,1.0,0.001,4.5581,1.2785,6.411,0.6338,-494.3274,0.0001,0.0001,0.0,0.0002,0.002,16.5958,0.0019,0.1386
178,64,0.001,3,10,50,16,8,2048,checkpoints/model_64_0.001_3_10_50_2048epoch=04.ckpt,4,0.7125581395348837,25,2048,53.9428,1.0,0.0012,4.4052,1.2803,6.4915,0.6361,-493.736,0.0001,0.0001,0.0,0.0006,0.0004,18.4205,0.0019,0.136
179,64,0.001,3,10,50,16,8,2048,checkpoints/model_64_0.001_3_10_50_2048epoch=05.ckpt,5,0.7218604651162791,25,2048,56.1678,1.0,0.0014,4.1734,1.2712,7.1168,0.6347,-553.1656,0.0001,0.0001,0.0,0.0006,0.0004,17.3537,0.0019,0.1161
180,64,0.001,3,10,50,16,8,2048,checkpoints/model_64_0.001_3_10_50_2048epoch=06.ckpt,6,0.7311627906976744,25,2048,56.6023,1.0,0.0015,4.0844,1.2415,7.2903,0.6611,-548.7129,0.0001,0.0001,0.0,0.0002,0.0004,17.4997,0.0018,0.1141
181,64,0.001,3,10,50,16,8,2048,checkpoints/model_64_0.001_3_10_50_2048epoch=07.ckpt,7,0.7320930232558139,25,2048,58.4016,1.0,0.0016,3.9561,1.2377,6.9074,0.6632,-570.7924,0.0001,0.0001,0.0,0.0002,0.0004,17.4907,0.0019,0.1775
