batch_size,learning_rate,split_count,cnt_min,cnt_max,embedding_dim,category_embedding_dim,hidden_size,checkpoint,epoch_num,accuracy,early_stop_epoch,hidden_size,metric_rankme,metric_coherence,metric_pseudo_condition_number,metric_alpha_req,metric_stable_rank,metric_ne_sum,metric_self_clustering,metric_ripser_sum_H0,metric_ripser_sum_H1,time_rankme,time_coherence,time_pseudo_condition_number,time_alpha_req,time_stable_rank,time_ne_sum,time_self_clustering,time_ripser_sum_H0,time_ripser_sum_H1
128,0.001,3,10,50,16,8,128,checkpoints/model_128_0.001_3_10_50_128epoch=28.ckpt,28,0.6986046511627907,29,128,40.1773,1.3689,0.0007,4.9546,1.3062,8.3664,0.5816,329.8187,15.8271,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0326,0.0326
128,0.001,3,10,50,16,8,128,checkpoints/model_128_0.001_3_10_50_128epoch=29.ckpt,29,0.6995348837209302,29,128,38.5347,1.3707,0.0007,4.9834,1.2799,7.8218,0.6044,320.1833,15.1955,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0338,0.0338
64,0.0001,3,10,50,16,8,128,checkpoints/model_64_0.0001_3_10_50_128epoch=00.ckpt,0,0.6818604651162791,12,128,16.6196,1.3976,1e-04,6.2716,1.2097,1.6938,0.7834,82.5075,2.818,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0283,0.0283
64,0.0001,3,10,50,16,8,128,checkpoints/model_64_0.0001_3_10_50_128epoch=01.ckpt,1,0.6753488372093023,12,128,21.2699,1.3971,0.0002,6.1741,1.2887,2.0994,0.6832,96.6864,3.3579,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0294,0.0294
64,0.0001,3,10,50,16,8,128,checkpoints/model_64_0.0001_3_10_50_128epoch=02.ckpt,2,0.6865116279069767,12,128,23.7403,1.3967,0.0002,6.0713,1.3507,2.3607,0.6103,113.8374,4.0312,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0308,0.0308
64,0.0001,3,10,50,16,8,128,checkpoints/model_64_0.0001_3_10_50_128epoch=03.ckpt,3,0.6967441860465117,12,128,24.9524,1.3962,0.0003,6.0067,1.354,2.9123,0.5931,127.0926,4.634,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0303,0.0303
64,0.0001,3,10,50,16,8,128,checkpoints/model_64_0.0001_3_10_50_128epoch=04.ckpt,4,0.6818604651162791,12,128,25.2403,1.3955,0.0003,5.9392,1.3609,3.5977,0.5823,141.1695,5.5114,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0363,0.0363
64,0.0001,3,10,50,16,8,128,checkpoints/model_64_0.0001_3_10_50_128epoch=05.ckpt,5,0.6865116279069767,12,128,25.5521,1.3949,0.0003,5.8421,1.3646,4.1006,0.5683,157.9806,6.328,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0361,0.0361
64,0.0001,3,10,50,16,8,128,checkpoints/model_64_0.0001_3_10_50_128epoch=06.ckpt,6,0.6781395348837209,12,128,25.8904,1.3939,0.0003,5.7619,1.3989,4.5091,0.5419,173.6226,7.1809,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0368,0.0368
64,0.0001,3,10,50,16,8,128,checkpoints/model_64_0.0001_3_10_50_128epoch=07.ckpt,7,0.6846511627906977,12,128,25.9245,1.3928,0.0003,5.6957,1.3976,4.4538,0.541,185.2729,8.1457,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0376,0.0376
64,0.0001,3,10,50,16,8,128,checkpoints/model_64_0.0001_3_10_50_128epoch=08.ckpt,8,0.6930232558139535,12,128,26.3484,1.3918,0.0004,5.6254,1.4401,4.6217,0.5086,198.7787,8.9628,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.038,0.038
64,0.0001,3,10,50,16,8,128,checkpoints/model_64_0.0001_3_10_50_128epoch=09.ckpt,9,0.6818604651162791,12,128,26.5279,1.3915,0.0004,5.5908,1.4257,4.8693,0.5147,204.6691,9.1723,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0408,0.0408
64,0.0001,3,10,50,16,8,128,checkpoints/model_64_0.0001_3_10_50_128epoch=10.ckpt,10,0.6753488372093023,12,128,26.4901,1.3909,0.0004,5.5693,1.4056,5.2429,0.5241,208.0527,9.3484,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0409,0.0409
64,0.0001,3,10,50,16,8,128,checkpoints/model_64_0.0001_3_10_50_128epoch=11.ckpt,11,0.68,12,128,26.226,1.3906,0.0004,5.5674,1.3889,5.3421,0.5317,208.7315,9.7422,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0416,0.0416
64,0.0001,3,10,50,16,8,128,checkpoints/model_64_0.0001_3_10_50_128epoch=12.ckpt,12,0.6688372093023256,12,128,26.6192,1.3905,0.0004,5.5477,1.4008,5.4267,0.5233,213.5464,10.001,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0405,0.0405
64,0.0001,3,10,50,16,8,128,checkpoints/model_64_0.0001_3_10_50_128epoch=13.ckpt,13,0.6679069767441861,12,128,26.925,1.3901,0.0004,5.524,1.4039,5.6275,0.5211,218.0478,10.3629,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0406,0.0406
64,0.0001,3,10,50,16,8,128,checkpoints/model_64_0.0001_3_10_50_128epoch=14.ckpt,14,0.6697674418604651,12,128,26.9344,1.3899,0.0004,5.5115,1.3906,5.7096,0.5294,219.5479,10.0178,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0448,0.0448
64,0.0001,3,10,50,16,8,128,checkpoints/model_64_0.0001_3_10_50_128epoch=15.ckpt,15,0.6893023255813954,12,128,27.0654,1.3893,0.0004,5.5196,1.4016,5.5855,0.523,220.0693,10.2338,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0271,0.0271
64,0.0001,3,10,50,16,8,128,checkpoints/model_64_0.0001_3_10_50_128epoch=16.ckpt,16,0.6846511627906977,12,128,27.2867,1.3887,0.0004,5.4841,1.4005,5.7107,0.5228,225.0742,10.725,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0319,0.0319
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=00.ckpt,0,0.6725581395348837,25,128,25.996,1.3932,0.0004,5.5343,1.4511,3.1487,0.4894,188.6699,6.7888,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0414,0.0414
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=01.ckpt,1,0.6762790697674419,25,128,29.355,1.3909,0.0005,5.4279,1.4052,4.1977,0.515,217.0831,8.0297,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0387,0.0387
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=02.ckpt,2,0.6948837209302325,25,128,30.4386,1.3904,0.0005,5.3588,1.362,3.6408,0.5391,222.3036,6.6699,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0315,0.0315
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=03.ckpt,3,0.6818604651162791,25,128,31.4109,1.3892,0.0005,5.3028,1.3119,4.9527,0.5797,234.7964,8.1441,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0317,0.0317
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=04.ckpt,4,0.7023255813953488,25,128,32.6917,1.3885,0.0005,5.2119,1.3042,6.0738,0.5875,247.334,9.1971,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0346,0.0346
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=05.ckpt,5,0.6930232558139535,25,128,33.3953,1.386,0.0006,5.1532,1.3029,6.017,0.5849,260.9966,10.303,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0322,0.0322
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=06.ckpt,6,0.7116279069767442,25,128,34.6172,1.3842,0.0006,5.1115,1.3188,5.8249,0.5741,275.1856,11.5241,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0374,0.0374
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=07.ckpt,7,0.7004651162790698,25,128,36.0212,1.3853,0.0006,5.0611,1.3114,6.826,0.5817,287.3151,12.1282,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0384,0.0384
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=08.ckpt,8,0.6986046511627907,25,128,37.6184,1.3816,0.0007,4.9795,1.3229,7.0256,0.5717,306.9147,14.1652,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0383,0.0383
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=09.ckpt,9,0.7218604651162791,25,128,37.7705,1.3833,0.0007,4.9606,1.2847,8.0855,0.6021,310.3846,14.7041,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0387,0.0387
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=10.ckpt,10,0.7069767441860465,25,128,38.0748,1.3833,0.0007,4.9598,1.2866,8.3852,0.6005,312.3862,15.1904,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0396,0.0396
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=11.ckpt,11,0.7041860465116279,25,128,39.6038,1.3827,0.0008,4.923,1.3043,8.8115,0.5857,325.5936,16.4606,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0346,0.0346
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=12.ckpt,12,0.6846511627906977,25,128,38.9419,1.3821,0.0007,4.922,1.2958,8.7498,0.5917,325.271,16.6484,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0465,0.0465
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=13.ckpt,13,0.7172093023255814,25,128,39.7852,1.381,0.0007,4.8799,1.2911,8.631,0.5967,332.1614,16.2026,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0398,0.0398
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=14.ckpt,14,0.6948837209302325,25,128,40.6556,1.381,0.0008,4.8689,1.3033,8.7085,0.5851,340.21,16.836,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0397,0.0397
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=15.ckpt,15,0.6986046511627907,25,128,40.3224,1.381,0.0007,4.874,1.2909,8.918,0.5952,343.5218,18.1134,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0372,0.0372
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=16.ckpt,16,0.7162790697674418,25,128,40.2397,1.3828,0.0007,4.8719,1.2829,8.4904,0.6013,342.1512,18.1739,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0361,0.0361
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=17.ckpt,17,0.6976744186046512,25,128,40.9377,1.3803,0.0007,4.8421,1.2873,8.6847,0.5981,354.7801,18.6216,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0415,0.0415
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=18.ckpt,18,0.7227906976744186,25,128,40.675,1.3823,0.0007,4.8579,1.2752,8.7398,0.608,353.0257,18.7154,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0435,0.0435
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=19.ckpt,19,0.6995348837209302,25,128,42.074,1.3803,0.0007,4.8243,1.2922,9.0357,0.594,364.8287,19.2927,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0479,0.0479
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=20.ckpt,20,0.7032558139534884,25,128,41.7336,1.3803,0.0007,4.833,1.2767,9.2377,0.6073,361.8465,18.6111,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0484,0.0484
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=21.ckpt,21,0.7106976744186047,25,128,41.9746,1.3802,0.0007,4.8153,1.2782,9.4111,0.6057,365.976,19.2442,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.048,0.048
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=22.ckpt,22,0.7097674418604651,25,128,42.2267,1.3801,0.0007,4.8223,1.2803,9.3436,0.604,369.732,19.4837,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0396,0.0396
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=23.ckpt,23,0.707906976744186,25,128,41.939,1.3806,0.0007,4.8221,1.2689,9.2979,0.6148,368.8276,19.8079,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0288,0.0288
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=24.ckpt,24,0.7172093023255814,25,128,42.1554,1.3804,0.0007,4.8255,1.2748,9.2434,0.6086,372.7836,20.5698,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0322,0.0322
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=25.ckpt,25,0.7144186046511628,25,128,41.9589,1.3807,0.0007,4.8198,1.265,9.3354,0.6177,372.8172,20.3623,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0337,0.0337
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=26.ckpt,26,0.7088372093023256,25,128,42.5685,1.3804,0.0007,4.824,1.2768,9.2778,0.6069,378.5971,20.3286,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0336,0.0336
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=27.ckpt,27,0.7116279069767442,25,128,42.282,1.381,0.0007,4.8391,1.2706,9.6668,0.6125,376.7149,20.8793,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.034,0.034
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=28.ckpt,28,0.7097674418604651,25,128,42.167,1.381,0.0006,4.8424,1.264,9.7937,0.6185,377.7172,21.106,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.034,0.034
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=29.ckpt,29,0.718139534883721,25,128,42.5897,1.3805,0.0007,4.8176,1.2667,9.4982,0.6163,382.484,20.8121,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0342,0.0342
64,0.05,3,10,50,16,8,128,checkpoints/model_64_0.05_3_10_50_128epoch=00.ckpt,0,0.6986046511627907,4,128,33.3832,1.3984,0.0,26.6179,1.1912,8.449,0.6976,676.9763,43.0428,0.0001,0.0001,0.0,0.0001,0.0,0.0009,0.0002,0.0328,0.0328
64,0.05,3,10,50,16,8,128,checkpoints/model_64_0.05_3_10_50_128epoch=01.ckpt,1,0.693953488372093,4,128,31.8254,1.3984,0.0,34.7491,1.1968,7.9158,0.6897,694.1434,36.7886,0.0001,0.0001,0.0,0.0001,0.0,0.0009,0.0002,0.0327,0.0327
64,0.05,3,10,50,16,8,128,checkpoints/model_64_0.05_3_10_50_128epoch=02.ckpt,2,0.706046511627907,4,128,30.3158,1.3984,0.0,33.4339,1.2201,7.4363,0.6644,736.9758,46.0828,0.0001,0.0001,0.0,0.0001,0.0,0.0009,0.0002,0.0335,0.0335
64,0.05,3,10,50,16,8,128,checkpoints/model_64_0.05_3_10_50_128epoch=03.ckpt,3,0.7023255813953488,4,128,29.1731,1.3984,0.0,36.4526,1.1955,8.0689,0.6924,700.1511,44.6205,0.0001,0.0001,0.0,0.0001,0.0,0.0009,0.0002,0.0349,0.0349
64,0.05,3,10,50,16,8,128,checkpoints/model_64_0.05_3_10_50_128epoch=04.ckpt,4,0.6930232558139535,4,128,28.5054,1.3984,0.0,39.5364,1.196,8.5788,0.6925,714.8296,53.6939,0.0001,0.0001,0.0,0.0001,0.0,0.0009,0.0002,0.0352,0.0352
64,0.05,3,10,50,16,8,128,checkpoints/model_64_0.05_3_10_50_128epoch=05.ckpt,5,0.6706976744186046,4,128,26.4833,1.3984,0.0,41.2677,1.1927,7.443,0.6971,692.0352,50.0334,0.0001,0.0001,0.0,0.0001,0.0,0.0008,0.0002,0.0352,0.0352
64,0.05,3,10,50,16,8,128,checkpoints/model_64_0.05_3_10_50_128epoch=06.ckpt,6,0.6902325581395349,4,128,25.7298,1.3984,0.0,42.4719,1.205,8.8974,0.6835,734.3836,61.882,0.0001,0.0001,0.0,0.0001,0.0,0.0008,0.0002,0.0427,0.0427
64,0.05,3,10,50,16,8,128,checkpoints/model_64_0.05_3_10_50_128epoch=07.ckpt,7,0.6679069767441861,4,128,25.7174,1.3984,0.0,40.4146,1.1603,7.2095,0.736,615.1183,33.2636,0.0001,0.0001,0.0,0.0001,0.0,0.0008,0.0002,0.0384,0.0384
64,0.05,3,10,50,16,8,128,checkpoints/model_64_0.05_3_10_50_128epoch=08.ckpt,8,0.6827906976744186,4,128,24.2337,1.3984,0.0,42.7225,1.185,6.6931,0.7067,674.3654,45.5892,0.0001,0.0001,0.0,0.0001,0.0,0.0008,0.0002,0.0405,0.0405
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=00.ckpt,0,0.7013953488372093,20,128,27.7678,1.3934,0.0005,5.4263,1.4569,2.9588,0.4759,190.4759,6.861,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0316,0.0316
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=01.ckpt,1,0.6976744186046512,20,128,30.1422,1.3901,0.0006,5.2878,1.4669,3.2176,0.4803,215.6673,7.5365,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0297,0.0297
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=02.ckpt,2,0.6837209302325581,20,128,33.4484,1.3884,0.0007,5.227,1.4795,4.4723,0.4699,235.4727,8.6388,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0301,0.0301
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=03.ckpt,3,0.6995348837209302,20,128,33.411,1.3873,0.0007,5.191,1.4732,4.2459,0.4752,243.55,8.694,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0289,0.0289
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=04.ckpt,4,0.6967441860465117,20,128,35.2061,1.3863,0.0007,5.1349,1.4352,5.8185,0.4944,263.4516,10.3508,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0331,0.0331
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=05.ckpt,5,0.6920930232558139,20,128,35.6349,1.3854,0.0007,5.0909,1.3778,6.4189,0.5328,269.3926,11.4766,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0378,0.0378
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=06.ckpt,6,0.7125581395348837,20,128,36.3277,1.3821,0.0008,5.0235,1.3616,6.008,0.5419,276.6844,11.2022,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0398,0.0398
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=07.ckpt,7,0.6948837209302325,20,128,37.2828,1.3829,0.0008,4.968,1.3625,5.1922,0.5424,285.6721,11.6385,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0438,0.0438
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=08.ckpt,8,0.7162790697674418,20,128,39.2015,1.3807,0.0008,4.9352,1.3759,7.399,0.5292,303.925,13.9841,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0383,0.0383
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=09.ckpt,9,0.7144186046511628,20,128,40.0579,1.3787,0.0009,4.8865,1.3708,7.9195,0.5337,314.5088,15.1221,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.039,0.039
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=10.ckpt,10,0.7041860465116279,20,128,40.5348,1.3788,0.0009,4.8639,1.3617,8.3114,0.5387,319.5718,14.9489,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0324,0.0324
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=11.ckpt,11,0.7339534883720931,20,128,40.975,1.3771,0.001,4.8478,1.3635,8.5793,0.5363,326.471,16.211,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0291,0.0291
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=12.ckpt,12,0.7041860465116279,20,128,40.4097,1.3768,0.0009,4.8384,1.3236,8.9197,0.5669,325.1883,16.0035,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0318,0.0318
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=13.ckpt,13,0.7116279069767442,20,128,41.2283,1.377,0.0009,4.8205,1.3561,8.3646,0.5427,334.553,16.1607,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0475,0.0475
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=14.ckpt,14,0.7134883720930233,20,128,41.1231,1.3775,0.0009,4.8205,1.3391,8.445,0.5556,336.2065,16.4963,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0488,0.0488
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=15.ckpt,15,0.7190697674418605,20,128,42.1633,1.3763,0.0009,4.7972,1.377,7.7739,0.5269,345.4653,17.5531,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.041,0.041
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=16.ckpt,16,0.7041860465116279,20,128,42.1756,1.3754,0.0009,4.8031,1.3469,9.1526,0.5502,345.9143,17.3881,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0311,0.0311
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=17.ckpt,17,0.7051162790697675,20,128,42.3173,1.3766,0.0009,4.7999,1.3441,8.7471,0.552,349.7412,17.078,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0373,0.0373
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=18.ckpt,18,0.7274418604651163,20,128,42.6616,1.3761,0.0009,4.7865,1.3419,8.8335,0.5534,353.811,17.8622,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0389,0.0389
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=19.ckpt,19,0.72,20,128,42.9179,1.3755,0.0009,4.7706,1.34,8.4406,0.5547,357.307,17.731,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0373,0.0373
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=20.ckpt,20,0.7255813953488373,20,128,42.6349,1.3753,0.0009,4.7836,1.3269,9.0855,0.5652,357.4346,18.104,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0405,0.0405
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=21.ckpt,21,0.7227906976744186,20,128,42.7278,1.3749,0.0009,4.783,1.3266,8.6229,0.5658,358.3864,17.9738,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0397,0.0397
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=22.ckpt,22,0.7097674418604651,20,128,42.7589,1.3741,0.0009,4.7684,1.3277,8.5374,0.5645,361.9632,18.3749,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0399,0.0399
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=23.ckpt,23,0.7348837209302326,20,128,42.6903,1.3737,0.0009,4.7647,1.3153,8.7476,0.5741,360.9926,18.2079,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0358,0.0358
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=24.ckpt,24,0.7116279069767442,20,128,42.9436,1.3728,0.0009,4.7537,1.3252,8.6663,0.5659,365.4552,18.3031,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0317,0.0317
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=00.ckpt,0,0.653953488372093,23,128,25.2111,1.3915,0.0004,5.4727,1.4376,3.3585,0.5092,203.9296,7.9225,0.0001,0.0001,0.0,0.0002,0.0,0.0016,0.0002,0.0288,0.0288
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=01.ckpt,1,0.6809302325581396,23,128,29.7545,1.3894,0.0005,5.4747,1.3872,4.9814,0.5356,217.7473,7.8131,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0298,0.0298
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=02.ckpt,2,0.6883720930232559,23,128,32.0444,1.3874,0.0005,5.4015,1.3785,5.5729,0.5355,237.714,8.439,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0303,0.0303
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=03.ckpt,3,0.6883720930232559,23,128,30.9875,1.388,0.0005,5.3206,1.3108,5.8863,0.5863,247.626,9.6469,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0285,0.0285
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=04.ckpt,4,0.6948837209302325,23,128,32.6427,1.386,0.0006,5.2337,1.3068,6.5187,0.5853,259.3176,10.7712,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0263,0.0263
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=05.ckpt,5,0.6920930232558139,23,128,34.0991,1.3828,0.0006,5.1541,1.3089,6.6431,0.5828,276.6628,11.5769,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0307,0.0307
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=06.ckpt,6,0.707906976744186,23,128,35.5513,1.3799,0.0007,5.0649,1.3027,7.1685,0.5898,287.9416,12.1909,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0288,0.0288
