batch_size,learning_rate,split_count,cnt_min,cnt_max,embedding_dim,category_embedding_dim,hidden_size,checkpoint,epoch_num,accuracy,early_stop_epoch,hidden_size,metric_rankme,metric_coherence,metric_pseudo_condition_number,metric_alpha_req,metric_stable_rank,metric_ne_sum,metric_self_clustering,metric_ripser_sum_H0,metric_ripser_sum_H1,time_rankme,time_coherence,time_pseudo_condition_number,time_alpha_req,time_stable_rank,time_ne_sum,time_self_clustering,time_ripser_sum_H0,time_ripser_sum_H1
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=07.ckpt,7,0.6846511627906977,23,128,36.285,1.3774,0.0007,5.0029,1.2939,6.0187,0.5965,299.9465,13.3039,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0389,0.0389
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=08.ckpt,8,0.7097674418604651,23,128,37.5468,1.3753,0.0007,4.9831,1.2838,7.6354,0.6042,311.9099,14.2528,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0381,0.0381
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=09.ckpt,9,0.7134883720930233,23,128,38.3362,1.3713,0.0007,4.9336,1.2797,7.3506,0.6071,321.426,14.7101,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0388,0.0388
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=10.ckpt,10,0.7144186046511628,23,128,39.2115,1.3724,0.0008,4.9445,1.2805,8.2071,0.6072,330.4474,15.4287,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0342,0.0342
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=11.ckpt,11,0.7144186046511628,23,128,39.7812,1.3689,0.0008,4.9223,1.292,7.7498,0.5964,339.5128,16.1845,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0311,0.0311
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=12.ckpt,12,0.7283720930232558,23,128,39.7982,1.3673,0.0008,4.9255,1.2852,8.2683,0.6033,343.2944,15.8079,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0301,0.0301
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=13.ckpt,13,0.7218604651162791,23,128,40.4302,1.3654,0.0008,4.9139,1.2953,8.2856,0.5924,348.7835,17.5111,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0316,0.0316
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=14.ckpt,14,0.7162790697674418,23,128,40.1988,1.3648,0.0008,4.9111,1.2833,8.7712,0.6037,352.8792,17.7509,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0314,0.0314
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=15.ckpt,15,0.7116279069767442,23,128,40.4034,1.3636,0.0008,4.8938,1.2868,8.6648,0.6001,357.8504,17.8681,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0318,0.0318
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=16.ckpt,16,0.7227906976744186,23,128,40.6865,1.3653,0.0008,4.8896,1.2773,8.7024,0.6092,362.38,18.2426,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0395,0.0395
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=17.ckpt,17,0.7209302325581395,23,128,41.1778,1.3655,0.0008,4.8721,1.2879,8.4632,0.5994,370.8631,18.2205,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0346,0.0346
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=18.ckpt,18,0.6976744186046512,23,128,41.6913,1.365,0.0008,4.8776,1.2972,8.6779,0.591,371.8094,19.467,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0322,0.0322
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=19.ckpt,19,0.7162790697674418,23,128,41.4201,1.3626,0.0008,4.8767,1.2835,9.1901,0.6025,376.5794,19.3912,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.034,0.034
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=20.ckpt,20,0.7162790697674418,23,128,41.4457,1.3633,0.0008,4.874,1.2793,9.2695,0.6061,377.1625,19.7154,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0356,0.0356
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=21.ckpt,21,0.7190697674418605,23,128,41.2521,1.362,0.0008,4.8814,1.274,9.1164,0.6111,375.5606,20.2285,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0482,0.0482
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=22.ckpt,22,0.7116279069767442,23,128,42.3459,1.3629,0.0008,4.8638,1.3004,9.3973,0.5876,386.7489,20.7744,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.043,0.043
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=23.ckpt,23,0.7162790697674418,23,128,42.0079,1.362,0.0008,4.8751,1.2858,9.2071,0.6001,383.6448,20.9641,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0344,0.0344
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=24.ckpt,24,0.7209302325581395,23,128,42.0622,1.364,0.0008,4.8716,1.2864,9.1658,0.5992,383.9924,21.3064,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0352,0.0352
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=25.ckpt,25,0.72,23,128,41.8291,1.3651,0.0008,4.8795,1.2763,9.4256,0.609,385.955,21.0675,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0372,0.0372
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=26.ckpt,26,0.7209302325581395,23,128,41.6352,1.3637,0.0008,4.8799,1.2728,9.5695,0.6119,385.6378,21.217,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.038,0.038
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=27.ckpt,27,0.7069767441860465,23,128,42.3864,1.3643,0.0008,4.8624,1.2853,9.4139,0.6001,392.8669,21.6743,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0363,0.0363
64,0.001,5,10,50,16,8,128,checkpoints/model_64_0.001_5_10_50_128epoch=00.ckpt,0,0.707906976744186,22,128,24.2117,1.393,0.0004,5.4052,1.2716,4.4449,0.6276,194.5953,7.4628,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.03,0.03
64,0.001,5,10,50,16,8,128,checkpoints/model_64_0.001_5_10_50_128epoch=01.ckpt,1,0.6809302325581396,22,128,27.9479,1.391,0.0004,5.3137,1.2887,3.5462,0.6047,220.3656,6.8267,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0278,0.0278
64,0.001,5,10,50,16,8,128,checkpoints/model_64_0.001_5_10_50_128epoch=02.ckpt,2,0.6948837209302325,22,128,30.3488,1.3895,0.0005,5.2454,1.2873,4.4498,0.6053,248.6218,8.2796,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0319,0.0319
64,0.001,5,10,50,16,8,128,checkpoints/model_64_0.001_5_10_50_128epoch=03.ckpt,3,0.7097674418604651,22,128,31.6174,1.3889,0.0005,5.1828,1.2781,4.8498,0.6091,266.9587,9.9869,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0348,0.0348
64,0.001,5,10,50,16,8,128,checkpoints/model_64_0.001_5_10_50_128epoch=04.ckpt,4,0.7162790697674418,22,128,33.7217,1.3876,0.0005,5.111,1.2786,6.0623,0.6138,287.895,11.6087,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0368,0.0368
64,0.001,5,10,50,16,8,128,checkpoints/model_64_0.001_5_10_50_128epoch=05.ckpt,5,0.707906976744186,22,128,32.7402,1.3863,0.0005,5.0675,1.2092,6.3838,0.6761,287.2699,11.3599,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0377,0.0377
64,0.001,5,10,50,16,8,128,checkpoints/model_64_0.001_5_10_50_128epoch=06.ckpt,6,0.7348837209302326,22,128,36.2254,1.3823,0.0006,4.9867,1.2753,5.0867,0.6119,321.7326,13.0227,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0319,0.0319
64,0.001,5,10,50,16,8,128,checkpoints/model_64_0.001_5_10_50_128epoch=07.ckpt,7,0.7116279069767442,22,128,36.0733,1.3819,0.0005,5.0132,1.2324,6.7127,0.6524,326.759,15.0695,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0282,0.0282
64,0.001,5,10,50,16,8,128,checkpoints/model_64_0.001_5_10_50_128epoch=08.ckpt,8,0.7274418604651163,22,128,37.0475,1.3819,0.0005,5.0064,1.2247,7.5693,0.6611,339.7957,15.8537,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.037,0.037
64,0.001,5,10,50,16,8,128,checkpoints/model_64_0.001_5_10_50_128epoch=09.ckpt,9,0.7190697674418605,22,128,37.6361,1.3819,0.0004,4.9923,1.2202,7.5376,0.6643,349.8695,17.0762,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0333,0.0333
64,0.001,5,10,50,16,8,128,checkpoints/model_64_0.001_5_10_50_128epoch=10.ckpt,10,0.7116279069767442,22,128,38.804,1.3824,0.0005,4.9832,1.2238,8.3795,0.6618,357.8045,16.7732,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0331,0.0331
64,0.001,5,10,50,16,8,128,checkpoints/model_64_0.001_5_10_50_128epoch=11.ckpt,11,0.72,22,128,39.3975,1.3815,0.0005,4.9683,1.2274,8.6334,0.6578,366.185,17.8549,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0325,0.0325
64,0.001,5,10,50,16,8,128,checkpoints/model_64_0.001_5_10_50_128epoch=12.ckpt,12,0.7274418604651163,22,128,39.919,1.3807,0.0005,4.9603,1.2278,9.0848,0.6575,372.4993,17.948,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0333,0.0333
64,0.001,5,10,50,16,8,128,checkpoints/model_64_0.001_5_10_50_128epoch=13.ckpt,13,0.7116279069767442,22,128,39.3163,1.3808,0.0004,4.9764,1.2156,8.6164,0.6694,369.3372,18.507,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0314,0.0314
64,0.001,5,10,50,16,8,128,checkpoints/model_64_0.001_5_10_50_128epoch=14.ckpt,14,0.7134883720930233,22,128,39.9571,1.381,0.0005,4.9597,1.2176,9.1055,0.6682,375.1747,18.2621,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0329,0.0329
64,0.001,5,10,50,16,8,128,checkpoints/model_64_0.001_5_10_50_128epoch=15.ckpt,15,0.7311627906976744,22,128,39.7977,1.3804,0.0004,4.9713,1.2141,9.0629,0.6711,377.1339,18.9711,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0373,0.0373
64,0.001,5,10,50,16,8,128,checkpoints/model_64_0.001_5_10_50_128epoch=16.ckpt,16,0.7348837209302326,22,128,40.3792,1.3812,0.0004,4.9743,1.2167,9.4908,0.6682,382.4812,18.253,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0324,0.0324
64,0.001,5,10,50,16,8,128,checkpoints/model_64_0.001_5_10_50_128epoch=17.ckpt,17,0.7293023255813953,22,128,40.0503,1.3811,0.0004,4.9946,1.2173,9.178,0.6671,386.7716,18.8305,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.032,0.032
64,0.001,5,10,50,16,8,128,checkpoints/model_64_0.001_5_10_50_128epoch=18.ckpt,18,0.718139534883721,22,128,41.4109,1.382,0.0005,4.9465,1.2265,9.2763,0.6581,396.063,18.6663,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0398,0.0398
64,0.001,5,10,50,16,8,128,checkpoints/model_64_0.001_5_10_50_128epoch=19.ckpt,19,0.7209302325581395,22,128,41.8612,1.3814,0.0005,4.9714,1.2289,9.6945,0.6547,404.2349,19.2344,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0529,0.0529
64,0.001,5,10,50,16,8,128,checkpoints/model_64_0.001_5_10_50_128epoch=20.ckpt,20,0.7237209302325581,22,128,40.9229,1.3815,0.0004,5.0174,1.2173,9.7908,0.6675,397.5135,19.0475,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0594,0.0594
64,0.001,5,10,50,16,8,128,checkpoints/model_64_0.001_5_10_50_128epoch=21.ckpt,21,0.7274418604651163,22,128,41.5016,1.3805,0.0005,4.9883,1.2232,9.6603,0.6608,402.819,19.1196,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0469,0.0469
64,0.001,5,10,50,16,8,128,checkpoints/model_64_0.001_5_10_50_128epoch=22.ckpt,22,0.72,22,128,41.3999,1.3812,0.0005,4.9976,1.2217,9.7105,0.6628,402.4228,18.818,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0515,0.0515
64,0.001,5,10,50,16,8,128,checkpoints/model_64_0.001_5_10_50_128epoch=23.ckpt,23,0.7386046511627907,22,128,41.4756,1.3809,0.0005,4.9947,1.2188,10.1429,0.6657,404.1602,18.8812,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.056,0.056
64,0.001,5,10,50,16,8,128,checkpoints/model_64_0.001_5_10_50_128epoch=24.ckpt,24,0.7209302325581395,22,128,41.8233,1.3798,0.0005,4.9808,1.2202,10.3263,0.6645,407.2294,19.5684,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.044,0.044
64,0.001,5,10,50,16,8,128,checkpoints/model_64_0.001_5_10_50_128epoch=25.ckpt,25,0.7302325581395349,22,128,41.4871,1.3803,0.0005,4.9977,1.2154,10.143,0.6694,404.9247,19.3488,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0416,0.0416
64,0.001,5,10,50,16,8,128,checkpoints/model_64_0.001_5_10_50_128epoch=26.ckpt,26,0.718139534883721,22,128,42.016,1.3788,0.0005,4.963,1.217,10.4313,0.6675,409.8378,19.4686,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0337,0.0337
64,0.001,3,5,50,16,8,128,checkpoints/model_64_0.001_3_5_50_128epoch=00.ckpt,0,0.6772093023255814,27,128,26.5234,1.3923,0.0005,5.4168,1.543,2.6123,0.4492,197.8254,7.5795,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0326,0.0326
64,0.001,3,5,50,16,8,128,checkpoints/model_64_0.001_3_5_50_128epoch=01.ckpt,1,0.6893023255813954,27,128,29.224,1.3887,0.0005,5.3115,1.3856,3.5721,0.5336,225.511,8.6973,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0306,0.0306
64,0.001,3,5,50,16,8,128,checkpoints/model_64_0.001_3_5_50_128epoch=02.ckpt,2,0.6976744186046512,27,128,30.2894,1.3848,0.0005,5.2553,1.2987,5.4775,0.5949,244.9954,9.9832,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0293,0.0293
64,0.001,3,5,50,16,8,128,checkpoints/model_64_0.001_3_5_50_128epoch=03.ckpt,3,0.7032558139534884,27,128,32.9514,1.3835,0.0006,5.1762,1.3282,6.4371,0.5707,268.9764,12.754,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0464,0.0464
64,0.001,3,5,50,16,8,128,checkpoints/model_64_0.001_3_5_50_128epoch=04.ckpt,4,0.6995348837209302,27,128,34.0836,1.3822,0.0006,5.1214,1.315,6.3626,0.5816,289.6502,13.5915,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0396,0.0396
64,0.001,3,5,50,16,8,128,checkpoints/model_64_0.001_3_5_50_128epoch=05.ckpt,5,0.7051162790697675,27,128,34.7199,1.382,0.0007,5.0473,1.31,6.2336,0.585,307.1628,14.9448,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0316,0.0316
64,0.001,3,5,50,16,8,128,checkpoints/model_64_0.001_3_5_50_128epoch=06.ckpt,6,0.7069767441860465,27,128,34.6822,1.3827,0.0006,5.0342,1.2647,6.0265,0.6243,312.2888,14.7276,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0302,0.0302
64,0.001,3,5,50,16,8,128,checkpoints/model_64_0.001_3_5_50_128epoch=07.ckpt,7,0.7125581395348837,27,128,36.1283,1.3807,0.0006,5.0033,1.2741,7.1973,0.6157,328.1314,16.3338,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0308,0.0308
64,0.001,3,5,50,16,8,128,checkpoints/model_64_0.001_3_5_50_128epoch=08.ckpt,8,0.72,27,128,36.3451,1.3791,0.0006,4.9868,1.262,6.5844,0.6279,340.044,17.3179,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0446,0.0446
64,0.001,3,5,50,16,8,128,checkpoints/model_64_0.001_3_5_50_128epoch=09.ckpt,9,0.7209302325581395,27,128,37.3687,1.3793,0.0006,4.944,1.2485,7.6603,0.6401,349.5979,18.1664,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.047,0.047
64,0.001,3,5,50,16,8,128,checkpoints/model_64_0.001_3_5_50_128epoch=10.ckpt,10,0.7051162790697675,27,128,37.5085,1.3786,0.0006,4.9393,1.2407,8.3202,0.6477,352.5104,18.1893,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0521,0.0521
64,0.001,3,5,50,16,8,128,checkpoints/model_64_0.001_3_5_50_128epoch=11.ckpt,11,0.7283720930232558,27,128,36.8195,1.38,0.0005,4.993,1.222,8.9274,0.6671,351.3474,18.2531,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0414,0.0414
64,0.001,3,5,50,16,8,128,checkpoints/model_64_0.001_3_5_50_128epoch=12.ckpt,12,0.7320930232558139,27,128,38.3973,1.3813,0.0006,4.9486,1.2465,8.9881,0.6418,366.4241,19.0941,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0326,0.0326
64,0.001,3,5,50,16,8,128,checkpoints/model_64_0.001_3_5_50_128epoch=13.ckpt,13,0.7265116279069768,27,128,38.2364,1.3806,0.0005,4.959,1.2365,9.073,0.652,366.9348,19.3636,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0371,0.0371
64,0.001,3,5,50,16,8,128,checkpoints/model_64_0.001_3_5_50_128epoch=14.ckpt,14,0.706046511627907,27,128,38.2839,1.3789,0.0005,4.9717,1.2385,8.6433,0.65,371.0995,19.6698,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0388,0.0388
64,0.001,3,5,50,16,8,128,checkpoints/model_64_0.001_3_5_50_128epoch=15.ckpt,15,0.7144186046511628,27,128,38.4579,1.3799,0.0005,4.9541,1.2295,9.1605,0.6588,372.601,19.9095,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0335,0.0335
64,0.001,3,5,50,16,8,128,checkpoints/model_64_0.001_3_5_50_128epoch=16.ckpt,16,0.7106976744186047,27,128,38.9076,1.3775,0.0006,4.9359,1.2287,9.5556,0.6596,379.2357,20.198,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0373,0.0373
64,0.001,3,5,50,16,8,128,checkpoints/model_64_0.001_3_5_50_128epoch=17.ckpt,17,0.7069767441860465,27,128,38.4561,1.3773,0.0005,4.9515,1.2219,9.3885,0.6654,378.7022,20.008,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0365,0.0365
64,0.001,3,5,50,16,8,128,checkpoints/model_64_0.001_3_5_50_128epoch=18.ckpt,18,0.6920930232558139,27,128,38.9093,1.3781,0.0005,4.9629,1.2237,10.0782,0.6641,382.5223,20.8734,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0295,0.0295
64,0.001,3,5,50,16,8,128,checkpoints/model_64_0.001_3_5_50_128epoch=19.ckpt,19,0.72,27,128,39.7998,1.3777,0.0005,4.9392,1.2314,9.8601,0.656,391.132,21.4469,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0284,0.0284
64,0.001,3,5,50,16,8,128,checkpoints/model_64_0.001_3_5_50_128epoch=20.ckpt,20,0.7088372093023256,27,128,39.8119,1.3751,0.0005,4.9472,1.2384,9.6311,0.6496,394.1893,21.838,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0388,0.0388
64,0.001,3,5,50,16,8,128,checkpoints/model_64_0.001_3_5_50_128epoch=21.ckpt,21,0.7153488372093023,27,128,39.8743,1.3746,0.0005,4.9404,1.2306,10.1328,0.6572,394.9527,21.9714,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0407,0.0407
64,0.001,3,5,50,16,8,128,checkpoints/model_64_0.001_3_5_50_128epoch=22.ckpt,22,0.707906976744186,27,128,39.5352,1.3742,0.0005,4.9417,1.2211,9.8462,0.6673,392.0501,21.5542,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0442,0.0442
64,0.001,3,5,50,16,8,128,checkpoints/model_64_0.001_3_5_50_128epoch=23.ckpt,23,0.7134883720930233,27,128,39.4607,1.3758,0.0005,4.9441,1.2193,9.7453,0.6689,393.0446,21.2125,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0352,0.0352
64,0.001,3,5,50,16,8,128,checkpoints/model_64_0.001_3_5_50_128epoch=24.ckpt,24,0.7190697674418605,27,128,39.9188,1.3744,0.0005,4.9231,1.2232,10.1634,0.6649,396.3482,21.8863,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0338,0.0338
64,0.001,3,5,50,16,8,128,checkpoints/model_64_0.001_3_5_50_128epoch=25.ckpt,25,0.7106976744186047,27,128,39.7327,1.3739,0.0005,4.9339,1.2196,10.3196,0.6684,395.471,21.6344,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0323,0.0323
64,0.001,3,5,50,16,8,128,checkpoints/model_64_0.001_3_5_50_128epoch=26.ckpt,26,0.7032558139534884,27,128,39.9676,1.3738,0.0005,4.944,1.2247,10.1056,0.6634,398.2865,21.887,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0287,0.0287
64,0.001,3,5,50,16,8,128,checkpoints/model_64_0.001_3_5_50_128epoch=27.ckpt,27,0.7116279069767442,27,128,40.0281,1.3757,0.0005,4.9258,1.2198,10.161,0.6688,397.966,21.6006,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0305,0.0305
64,0.001,3,5,50,16,8,128,checkpoints/model_64_0.001_3_5_50_128epoch=28.ckpt,28,0.7283720930232558,27,128,40.3464,1.376,0.0005,4.9271,1.2281,9.938,0.6598,403.9122,21.3511,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0362,0.0362
64,0.001,3,5,50,16,8,128,checkpoints/model_64_0.001_3_5_50_128epoch=29.ckpt,29,0.7116279069767442,27,128,39.7558,1.3737,0.0005,4.9536,1.2178,10.078,0.6706,400.0626,21.2485,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0342,0.0342
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=00.ckpt,0,0.6911627906976744,21,128,26.3886,1.3893,0.0004,5.5371,1.3631,4.4688,0.5612,192.0562,7.6215,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0299,0.0299
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=01.ckpt,1,0.6883720930232559,21,128,30.0734,1.3881,0.0005,5.3994,1.395,5.2864,0.5317,218.1136,8.2313,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0285,0.0285
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=02.ckpt,2,0.6893023255813954,21,128,31.9054,1.3838,0.0005,5.297,1.3547,6.224,0.5528,237.719,8.6227,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0277,0.0277
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=03.ckpt,3,0.72,21,128,32.5981,1.383,0.0006,5.2204,1.331,6.6531,0.5701,251.1439,9.1873,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0295,0.0295
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=04.ckpt,4,0.7004651162790698,21,128,34.8541,1.3779,0.0007,5.1067,1.3593,5.7826,0.5409,273.6225,10.9198,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0385,0.0385
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=05.ckpt,5,0.6911627906976744,21,128,34.4727,1.3773,0.0007,5.0413,1.301,6.1753,0.5903,280.5168,11.7258,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0364,0.0364
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=06.ckpt,6,0.7013953488372093,21,128,35.831,1.376,0.0007,5.0034,1.3043,6.9249,0.5871,299.473,13.9219,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.03,0.03
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=07.ckpt,7,0.7023255813953488,21,128,35.4289,1.3786,0.0006,4.9947,1.2556,7.7488,0.6294,305.2332,14.2596,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0296,0.0296
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=08.ckpt,8,0.706046511627907,21,128,36.693,1.3777,0.0006,4.943,1.2465,7.7848,0.639,311.0276,15.0331,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.039,0.039
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=09.ckpt,9,0.7106976744186047,21,128,37.6428,1.3775,0.0006,4.9057,1.2509,8.3791,0.6353,319.169,15.8485,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0398,0.0398
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=10.ckpt,10,0.7023255813953488,21,128,39.0769,1.3759,0.0007,4.8652,1.2742,8.381,0.6127,330.7445,17.0664,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0381,0.0381
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=11.ckpt,11,0.7283720930232558,21,128,39.0231,1.3757,0.0007,4.8814,1.2671,7.9155,0.6191,331.9084,16.9353,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0329,0.0329
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=12.ckpt,12,0.6976744186046512,21,128,40.0368,1.3711,0.0007,4.841,1.2729,8.127,0.6137,338.7268,17.456,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0331,0.0331
