,batch_size,learning_rate,split_count,cnt_min,cnt_max,embedding_dim,category_embedding_dim,hidden_size,checkpoint,epoch_num,accuracy,early_stop_epoch,hidden_size.1,metric_rankme,metric_coherence,metric_pseudo_condition_number,metric_alpha_req,metric_stable_rank,metric_ne_sum,metric_self_clustering,metric_ripser_sum_H0,metric_ripser_sum_H1,std_metric_rankme,std_metric_coherence,std_metric_pseudo_condition_number,std_metric_alpha_req,std_metric_stable_rank,std_metric_ne_sum,std_metric_self_clustering,std_metric_ripser_sum_H0,std_metric_ripser_sum_H1,time_rankme,time_coherence,time_pseudo_condition_number,time_alpha_req,time_stable_rank,time_ne_sum,time_self_clustering,time_ripser_sum_H0,time_ripser_sum_H1,std_time_rankme,std_time_coherence,std_time_pseudo_condition_number,std_time_alpha_req,std_time_stable_rank,std_time_ne_sum,std_time_self_clustering,std_time_ripser_sum_H0,std_time_ripser_sum_H1
148,64,0.001,5,10,50,16,8,128,checkpoints/model_64_0.001_5_10_50_128epoch=11.ckpt,11,0.5277777777777778,11,128,39.5555,2.5339,0.0002,4.2827,1.0856,8.5696,0.8471,1119.777,70.9109,0.0771,0.3046,0.0,0.0203,0.0009,0.4717,0.0014,4.544,4.0686,0.0001,0.0001,0.0,0.0002,0.0001,0.0013,0.001,0.1529,0.1529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0149,0.0149
149,64,0.001,5,10,50,16,8,128,checkpoints/model_64_0.001_5_10_50_128epoch=12.ckpt,12,0.5219444444444444,11,128,39.8554,2.5853,0.0003,4.2225,1.0855,8.3682,0.8473,1117.4849,72.2676,0.0925,0.2992,0.0,0.0211,0.0007,0.3415,0.0012,4.2041,3.4996,0.0001,0.0001,0.0,0.0001,0.0001,0.0013,0.001,0.1528,0.1528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0092,0.0092
150,64,0.001,5,10,50,16,8,128,checkpoints/model_64_0.001_5_10_50_128epoch=13.ckpt,13,0.5477777777777778,11,128,40.5205,2.4924,0.0002,4.2401,1.0883,8.8203,0.8428,1141.193,74.2696,0.106,0.2952,0.0,0.0228,0.0009,0.392,0.0015,4.5236,3.4633,0.0001,0.0001,0.0,0.0002,0.0001,0.0013,0.001,0.1498,0.1498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0117,0.0117
151,64,0.001,5,10,50,16,8,128,checkpoints/model_64_0.001_5_10_50_128epoch=14.ckpt,14,0.5311111111111111,11,128,41.1828,2.6015,0.0002,4.1469,1.0909,8.5343,0.8388,1149.368,74.5026,0.1001,0.3694,0.0,0.0269,0.0009,0.3721,0.0015,4.2193,4.3142,0.0001,0.0001,0.0,0.0002,0.0001,0.0013,0.001,0.1529,0.1529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0091,0.0091
152,64,0.001,5,10,50,16,8,128,checkpoints/model_64_0.001_5_10_50_128epoch=15.ckpt,15,0.5422222222222223,11,128,40.5839,2.5254,0.0002,4.1802,1.086,8.9645,0.8465,1132.0387,71.562,0.095,0.2882,0.0,0.0283,0.0009,0.4229,0.0014,4.3168,3.1847,0.0001,0.0001,0.0,0.0001,0.0001,0.0013,0.001,0.142,0.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0092,0.0092
153,64,0.001,3,5,50,16,8,128,checkpoints/model_64_0.001_3_5_50_128epoch=00.ckpt,0,0.4541666666666666,12,128,35.7856,3.5248,0.0014,4.345,1.1779,6.8884,0.7217,787.3396,58.9801,0.1568,0.3777,0.0001,0.0177,0.0026,0.2319,0.0034,3.7182,2.9864,0.0001,0.0001,0.0,0.0002,0.0001,0.0013,0.001,0.1495,0.1495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0115,0.0115
154,64,0.001,3,5,50,16,8,128,checkpoints/model_64_0.001_3_5_50_128epoch=01.ckpt,1,0.4633333333333333,12,128,38.5991,3.1169,0.0013,4.0745,1.1353,6.8527,0.7748,897.8052,64.0503,0.1291,0.3176,0.0,0.0164,0.0018,0.3165,0.0025,4.5156,3.0138,0.0001,0.0001,0.0,0.0002,0.0001,0.0013,0.001,0.1473,0.1473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01
155,64,0.001,3,5,50,16,8,128,checkpoints/model_64_0.001_3_5_50_128epoch=02.ckpt,2,0.4875,12,128,40.058,2.7787,0.0011,3.9514,1.1331,7.2172,0.7778,1022.5747,70.6643,0.1092,0.332,0.0,0.0122,0.0018,0.3214,0.0024,5.0335,2.9589,0.0001,0.0001,0.0,0.0001,0.0001,0.0013,0.001,0.145,0.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0082,0.0082
156,64,0.001,3,5,50,16,8,128,checkpoints/model_64_0.001_3_5_50_128epoch=03.ckpt,3,0.4797222222222222,12,128,44.0665,2.816,0.0012,3.8407,1.1534,7.0923,0.7501,1133.9314,78.5278,0.0832,0.4039,0.0001,0.015,0.0019,0.2206,0.0025,5.3899,3.0095,0.0001,0.0001,0.0,0.0002,0.0001,0.0013,0.001,0.1531,0.1531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.012
157,64,0.001,3,5,50,16,8,128,checkpoints/model_64_0.001_3_5_50_128epoch=04.ckpt,4,0.4958333333333333,12,128,45.7517,2.5147,0.0009,3.8714,1.1511,7.8262,0.7526,1212.7249,89.3999,0.1121,0.3299,0.0,0.0147,0.0016,0.3449,0.0021,5.8324,4.1753,0.0001,0.0001,0.0,0.0002,0.0001,0.0013,0.001,0.1632,0.1632,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0171,0.0171
158,64,0.001,3,5,50,16,8,128,checkpoints/model_64_0.001_3_5_50_128epoch=05.ckpt,5,0.5027777777777778,12,128,43.4563,2.6012,0.0007,3.9708,1.1233,8.1614,0.7908,1189.175,83.1042,0.0894,0.4218,0.0,0.013,0.0014,0.3327,0.0021,7.4062,4.3523,0.0001,0.0001,0.0,0.0001,0.0001,0.0013,0.001,0.155,0.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0077,0.0077
159,64,0.001,3,5,50,16,8,128,checkpoints/model_64_0.001_3_5_50_128epoch=06.ckpt,6,0.5011111111111111,12,128,45.4872,2.3082,0.0007,3.9237,1.1364,8.4088,0.7724,1258.2792,88.0788,0.09,0.2478,0.0,0.0143,0.0016,0.3731,0.0022,8.0507,4.3028,0.0001,0.0001,0.0,0.0001,0.0001,0.0013,0.001,0.1539,0.1539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065,0.0065
160,64,0.001,3,5,50,16,8,128,checkpoints/model_64_0.001_3_5_50_128epoch=07.ckpt,7,0.5111111111111111,12,128,46.8964,2.3378,0.0006,3.9042,1.143,8.3611,0.7636,1299.3188,88.348,0.1175,0.3264,0.0,0.0142,0.0016,0.3609,0.0023,6.8201,2.8292,0.0001,0.0001,0.0,0.0002,0.0001,0.0013,0.001,0.1643,0.1643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0177,0.0177
161,64,0.001,3,5,50,16,8,128,checkpoints/model_64_0.001_3_5_50_128epoch=08.ckpt,8,0.515,12,128,47.4585,2.3335,0.0006,3.916,1.1441,8.1605,0.7618,1320.9294,91.9417,0.1177,0.2764,0.0,0.0122,0.0015,0.3413,0.002,7.1118,4.0169,0.0001,0.0001,0.0,0.0001,0.0001,0.0013,0.001,0.1647,0.1647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0111,0.0111
162,64,0.001,3,5,50,16,8,128,checkpoints/model_64_0.001_3_5_50_128epoch=09.ckpt,9,0.5180555555555556,12,128,48.5182,2.23,0.0006,3.8575,1.1471,8.3337,0.7577,1352.0432,91.8348,0.128,0.2152,0.0001,0.0147,0.0017,0.2846,0.0023,7.2037,3.5633,0.0001,0.0001,0.0,0.0002,0.0001,0.0013,0.001,0.1683,0.1683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0169,0.0169
163,64,0.001,3,5,50,16,8,128,checkpoints/model_64_0.001_3_5_50_128epoch=10.ckpt,10,0.5147222222222222,12,128,48.9438,2.2808,0.0007,3.8075,1.1503,8.4891,0.7535,1357.528,92.6677,0.1329,0.3534,0.0001,0.0151,0.0015,0.3175,0.002,6.8895,4.4705,0.0001,0.0001,0.0,0.0002,0.0001,0.0013,0.001,0.1694,0.1694,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0075,0.0075
164,64,0.001,3,5,50,16,8,128,checkpoints/model_64_0.001_3_5_50_128epoch=11.ckpt,11,0.5158333333333334,12,128,47.8593,2.4848,0.0006,3.8479,1.1418,8.4419,0.765,1347.8691,90.6046,0.1305,0.359,0.0001,0.0148,0.0016,0.3875,0.0021,6.9436,3.8548,0.0001,0.0001,0.0,0.0002,0.0001,0.0013,0.001,0.1766,0.1766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02
165,64,0.001,3,5,50,16,8,128,checkpoints/model_64_0.001_3_5_50_128epoch=12.ckpt,12,0.5269444444444444,12,128,49.6625,2.3194,0.0007,3.829,1.1557,8.4976,0.7465,1387.9109,95.5465,0.1298,0.3313,0.0001,0.0159,0.0016,0.2839,0.0022,6.8517,3.9742,0.0001,0.0001,0.0,0.0002,0.0001,0.0013,0.001,0.161,0.161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0148,0.0148
166,64,0.001,3,5,50,16,8,128,checkpoints/model_64_0.001_3_5_50_128epoch=13.ckpt,13,0.5197222222222222,12,128,49.9922,2.3546,0.0006,3.8003,1.1586,8.3913,0.743,1399.9574,96.4428,0.1351,0.3319,0.0001,0.0161,0.0018,0.3816,0.0024,7.0315,3.0773,0.0001,0.0001,0.0,0.0002,0.0001,0.0013,0.001,0.1581,0.1581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0084,0.0084
167,64,0.001,3,5,50,16,8,128,checkpoints/model_64_0.001_3_5_50_128epoch=14.ckpt,14,0.5211111111111111,12,128,49.126,2.3563,0.0005,3.8591,1.155,8.0207,0.7476,1378.7518,96.9532,0.1166,0.3889,0.0,0.0197,0.0016,0.3494,0.0022,6.0888,3.7035,0.0001,0.0001,0.0,0.0001,0.0001,0.0013,0.001,0.1771,0.1771,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0116,0.0116
168,64,0.001,3,5,50,16,8,128,checkpoints/model_64_0.001_3_5_50_128epoch=15.ckpt,15,0.515,12,128,49.216,2.5109,0.0005,3.8824,1.1535,8.4618,0.7497,1388.8055,93.3307,0.1393,0.4956,0.0,0.0189,0.0017,0.3072,0.0023,6.9609,3.6136,0.0001,0.0001,0.0,0.0002,0.0001,0.0013,0.0009,0.1645,0.1645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0211,0.0211
169,64,0.001,3,5,50,16,8,128,checkpoints/model_64_0.001_3_5_50_128epoch=16.ckpt,16,0.5216666666666666,12,128,48.4976,2.4543,0.0005,3.9186,1.1473,8.5451,0.7579,1377.883,92.8628,0.1222,0.5744,0.0,0.0159,0.0017,0.3416,0.0023,7.0771,4.0067,0.0001,0.0001,0.0,0.0001,0.0001,0.0013,0.001,0.1648,0.1648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0203,0.0203
170,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=00.ckpt,0,0.4519444444444444,3,128,35.911,3.5404,0.0013,4.2707,1.1563,6.7311,0.7471,728.6882,47.6937,0.1905,0.4392,0.0,0.0172,0.0022,0.2555,0.003,3.8002,1.5753,0.0001,0.0001,0.0,0.0002,0.0001,0.0013,0.001,0.1363,0.1363,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0118,0.0118
171,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=01.ckpt,1,0.4755555555555555,3,128,40.7308,2.7719,0.0014,3.9969,1.1503,6.3893,0.7541,914.1741,64.421,0.1265,0.3036,0.0001,0.0141,0.0022,0.3275,0.0029,5.4119,2.6764,0.0001,0.0001,0.0,0.0002,0.0001,0.0013,0.001,0.1614,0.1614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.007
172,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=02.ckpt,2,0.4897222222222222,3,128,40.9382,2.5051,0.0012,3.9014,1.127,7.0529,0.7858,979.0135,67.6032,0.1463,0.2025,0.0001,0.0087,0.0015,0.3565,0.0021,4.9434,3.5812,0.0001,0.0001,0.0,0.0002,0.0001,0.0013,0.001,0.1608,0.1608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0144,0.0144
173,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=03.ckpt,3,0.5033333333333333,3,128,41.097,2.6349,0.001,3.8708,1.1217,7.0255,0.7935,1041.6976,70.3006,0.1755,0.4694,0.0,0.0093,0.0013,0.2871,0.0017,4.6901,4.4703,0.0001,0.0001,0.0,0.0002,0.0001,0.0013,0.0009,0.1553,0.1553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083,0.0083
174,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=04.ckpt,4,0.5127777777777778,3,128,41.7608,2.2232,0.0009,3.835,1.1175,7.1252,0.7994,1084.3716,69.8388,0.162,0.1452,0.0,0.0099,0.0014,0.3224,0.0019,4.5044,2.9806,0.0001,0.0001,0.0,0.0001,0.0001,0.0013,0.0009,0.1588,0.1588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0096,0.0096
175,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=05.ckpt,5,0.51,3,128,43.1116,2.1458,0.0008,3.8895,1.1266,7.2318,0.7866,1153.6484,76.8571,0.1763,0.1553,0.0,0.0119,0.0014,0.2759,0.0019,5.2584,4.377,0.0001,0.0001,0.0,0.0002,0.0001,0.0013,0.0009,0.1584,0.1584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0136,0.0136
176,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=06.ckpt,6,0.5211111111111111,3,128,43.7169,2.2992,0.0008,3.814,1.1223,7.5023,0.7922,1165.3729,75.1914,0.1714,0.2219,0.0,0.0099,0.0014,0.3249,0.0021,4.958,3.1594,0.0001,0.0001,0.0,0.0001,0.0001,0.0013,0.0009,0.1496,0.1496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085,0.0085
177,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=07.ckpt,7,0.5225,3,128,45.863,2.2912,0.0008,3.7535,1.1425,6.632,0.7642,1231.6179,81.7593,0.1561,0.3061,0.0,0.0115,0.0017,0.2596,0.0024,4.3743,3.9526,0.0001,0.0001,0.0,0.0001,0.0001,0.0013,0.001,0.1532,0.1532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069,0.0069
178,64,0.001,3,20,50,16,8,128,checkpoints/model_64_0.001_3_20_50_128epoch=00.ckpt,0,0.4475,3,128,36.415,3.5582,0.0014,4.3055,1.1822,5.0291,0.7165,752.044,50.6494,0.2376,0.3759,0.0,0.0169,0.0018,0.1529,0.0022,4.0786,2.2486,0.0001,0.0001,0.0,0.0002,0.0001,0.0013,0.0018,0.1344,0.1344,0.0,0.0,0.0,0.0,0.0,0.0,0.0023,0.0074,0.0074
179,64,0.001,3,20,50,16,8,128,checkpoints/model_64_0.001_3_20_50_128epoch=01.ckpt,1,0.4925,3,128,40.0603,2.8977,0.0013,4.0372,1.1574,5.1635,0.7456,881.0023,58.2141,0.1856,0.3839,0.0001,0.017,0.0017,0.1855,0.002,4.3706,1.1702,0.0001,0.0001,0.0,0.0002,0.0001,0.0013,0.001,0.1438,0.1438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0093,0.0093
180,64,0.001,3,20,50,16,8,128,checkpoints/model_64_0.001_3_20_50_128epoch=02.ckpt,2,0.5161111111111111,3,128,40.8189,2.7009,0.001,3.906,1.1256,5.9934,0.7871,931.5607,62.6969,0.16,0.2644,0.0,0.0168,0.0013,0.2096,0.0017,4.3147,2.4083,0.0001,0.0001,0.0,0.0002,0.0001,0.0013,0.001,0.1487,0.1487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0138,0.0138
181,64,0.001,3,20,50,16,8,128,checkpoints/model_64_0.001_3_20_50_128epoch=03.ckpt,3,0.5061111111111111,3,128,44.6813,2.4814,0.001,3.7899,1.1443,6.0229,0.7609,1032.3029,68.8794,0.1514,0.293,0.0,0.0135,0.0015,0.2162,0.0017,4.2279,3.1251,0.0001,0.0001,0.0,0.0002,0.0001,0.0013,0.001,0.1454,0.1454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0113,0.0113
182,64,0.001,3,20,50,16,8,128,checkpoints/model_64_0.001_3_20_50_128epoch=04.ckpt,4,0.5297222222222222,3,128,43.4249,2.3947,0.0007,3.7707,1.1211,6.9378,0.7931,1044.2627,66.1007,0.141,0.2151,0.0,0.0129,0.0014,0.294,0.0018,4.49,2.121,0.0001,0.0001,0.0,0.0002,0.0001,0.0013,0.001,0.1501,0.1501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0113,0.0113
183,64,0.001,3,20,50,16,8,128,checkpoints/model_64_0.001_3_20_50_128epoch=05.ckpt,5,0.5366666666666666,3,128,43.9895,2.4078,0.0006,3.7664,1.1189,7.0948,0.7965,1088.5028,67.9382,0.1112,0.444,0.0,0.0109,0.0014,0.293,0.0019,4.2562,2.6739,0.0001,0.0001,0.0,0.0002,0.0001,0.0013,0.0009,0.1381,0.1381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.006
184,64,0.001,3,20,50,16,8,128,checkpoints/model_64_0.001_3_20_50_128epoch=06.ckpt,6,0.5213888888888889,3,128,44.8953,2.4168,0.0005,3.7562,1.1234,7.0076,0.7901,1135.0281,71.2905,0.0972,0.2862,0.0,0.0132,0.0016,0.3191,0.0021,4.456,3.8434,0.0001,0.0001,0.0,0.0001,0.0001,0.0013,0.001,0.1343,0.1343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0093,0.0093
185,64,0.001,3,20,50,16,8,128,checkpoints/model_64_0.001_3_20_50_128epoch=07.ckpt,7,0.5261111111111111,3,128,45.4028,3.0267,0.0005,3.7405,1.1195,7.3233,0.7959,1149.7766,72.7689,0.0504,0.6277,0.0,0.015,0.0015,0.3045,0.002,3.5574,3.2112,0.0001,0.0001,0.0,0.0002,0.0001,0.0013,0.001,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088,0.0088
186,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=00.ckpt,0,0.4602777777777778,13,128,36.774,3.1087,0.0015,4.2769,1.1666,6.9903,0.7346,764.9334,54.8092,0.2323,0.2945,0.0001,0.0184,0.0024,0.212,0.0029,5.2263,1.6804,0.0001,0.0001,0.0,0.0001,0.0001,0.0013,0.001,0.1519,0.1519,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0134,0.0134
187,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=01.ckpt,1,0.4933333333333333,13,128,36.1745,2.7431,0.0013,4.0564,1.1046,7.1609,0.8182,834.1405,56.0318,0.184,0.2015,0.0,0.0138,0.0013,0.3775,0.0019,5.3918,4.1599,0.0001,0.0001,0.0,0.0002,0.0001,0.0013,0.001,0.1462,0.1462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.019
188,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=02.ckpt,2,0.5127777777777778,13,128,38.0544,2.4475,0.001,3.9829,1.1055,7.2729,0.8163,950.1534,66.1132,0.168,0.2019,0.0,0.0109,0.001,0.419,0.0015,5.5762,3.6996,0.0001,0.0001,0.0,0.0002,0.0001,0.0013,0.001,0.1686,0.1686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0124,0.0124
189,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=03.ckpt,3,0.5222222222222223,13,128,38.7572,2.3378,0.0006,3.9867,1.1042,7.374,0.8186,1007.6512,69.4855,0.1472,0.1555,0.0,0.0088,0.0008,0.3561,0.0011,5.571,5.0376,0.0001,0.0001,0.0,0.0001,0.0001,0.0013,0.001,0.1675,0.1675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0204,0.0204
190,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=04.ckpt,4,0.5255555555555556,13,128,42.1338,2.4546,0.0007,3.8521,1.1239,7.0504,0.7896,1108.7563,75.8238,0.1536,0.3331,0.0,0.0102,0.0011,0.3264,0.0015,6.5279,4.2628,0.0001,0.0001,0.0,0.0002,0.0001,0.0013,0.001,0.1515,0.1515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0202,0.0202
191,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=05.ckpt,5,0.5141666666666667,13,128,42.0604,2.4686,0.0005,3.8779,1.1132,7.6266,0.8053,1118.6992,74.3855,0.1075,0.2677,0.0,0.0133,0.0009,0.3068,0.0013,6.426,3.3097,0.0001,0.0001,0.0,0.0001,0.0001,0.0013,0.0011,0.1459,0.1459,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0101,0.0101
192,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=06.ckpt,6,0.5305555555555556,13,128,43.7112,2.6498,0.0006,3.8381,1.124,7.4324,0.7898,1184.3547,80.0237,0.0852,0.4287,0.0001,0.0153,0.001,0.3085,0.0014,6.8584,3.282,0.0001,0.0001,0.0,0.0002,0.0001,0.0013,0.001,0.153,0.153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0126,0.0126
193,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=07.ckpt,7,0.5155555555555555,13,128,44.9163,2.8058,0.0005,3.8568,1.1278,7.5526,0.7843,1218.6625,82.5988,0.0923,0.3785,0.0001,0.0168,0.001,0.3021,0.0015,6.0248,3.2948,0.0001,0.0001,0.0,0.0002,0.0001,0.0013,0.0011,0.1455,0.1455,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0084,0.0084
194,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=08.ckpt,8,0.5308333333333334,13,128,45.0375,2.7872,0.0004,3.871,1.127,7.3811,0.7856,1237.0333,85.3119,0.083,0.4628,0.0,0.0173,0.001,0.2913,0.0013,5.6849,3.2438,0.0001,0.0001,0.0,0.0001,0.0001,0.0013,0.001,0.1493,0.1493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0117,0.0117
195,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=09.ckpt,9,0.5302777777777777,13,128,46.8519,2.7902,0.0005,3.7722,1.1311,7.7266,0.7799,1262.0834,85.2436,0.0893,0.3976,0.0001,0.0192,0.001,0.2981,0.0014,4.9179,3.6423,0.0001,0.0001,0.0,0.0002,0.0001,0.0013,0.0011,0.155,0.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0193,0.0193
196,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=10.ckpt,10,0.5252777777777777,13,128,46.7604,2.7412,0.0007,3.7643,1.1346,7.3252,0.7751,1264.398,87.996,0.0869,0.4488,0.0001,0.0179,0.0008,0.2569,0.0011,4.9651,2.9938,0.0001,0.0001,0.0,0.0002,0.0001,0.0013,0.001,0.1645,0.1645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0216,0.0216
197,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=11.ckpt,11,0.535,13,128,47.4529,2.8599,0.0006,3.7106,1.1387,7.4259,0.7696,1291.4031,87.1877,0.0909,0.3213,0.0001,0.0178,0.0011,0.2968,0.0014,4.7834,3.1813,0.0001,0.0001,0.0,0.0002,0.0001,0.0013,0.001,0.1456,0.1456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0091,0.0091
198,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=12.ckpt,12,0.5330555555555555,13,128,47.2465,2.7895,0.0004,3.7629,1.1337,7.489,0.7766,1286.8844,87.5755,0.0999,0.3057,0.0001,0.0194,0.001,0.2853,0.0013,4.5298,2.442,0.0001,0.0001,0.0,0.0002,0.0001,0.0013,0.001,0.151,0.151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.012
199,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=13.ckpt,13,0.5230555555555556,13,128,47.8199,2.7644,0.0004,3.757,1.1391,7.6404,0.7692,1309.5161,88.7935,0.0932,0.3817,0.0001,0.02,0.0011,0.276,0.0015,5.101,2.5919,0.0001,0.0001,0.0,0.0001,0.0001,0.0013,0.001,0.1531,0.1531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0135,0.0135
200,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=14.ckpt,14,0.5311111111111111,13,128,47.8134,2.7122,0.0004,3.7809,1.1427,7.3532,0.7643,1315.2605,86.9481,0.1029,0.289,0.0001,0.0203,0.0011,0.2663,0.0014,5.403,2.744,0.0001,0.0001,0.0,0.0002,0.0001,0.0013,0.001,0.1558,0.1558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.008
201,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=15.ckpt,15,0.5319444444444444,13,128,48.5593,2.7282,0.0006,3.7417,1.1449,7.5718,0.7614,1335.8054,90.4113,0.0979,0.3549,0.0001,0.0169,0.0012,0.2759,0.0017,5.0828,2.3106,0.0001,0.0001,0.0,0.0001,0.0001,0.0013,0.001,0.1582,0.1582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0126,0.0126
202,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=16.ckpt,16,0.5247222222222222,13,128,48.7834,2.63,0.0006,3.7018,1.1441,7.2723,0.7625,1339.5636,92.2408,0.1112,0.2625,0.0001,0.0171,0.001,0.2569,0.0014,5.2539,3.3086,0.0001,0.0001,0.0,0.0002,0.0001,0.0013,0.001,0.1632,0.1632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0138,0.0138
203,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=17.ckpt,17,0.5269444444444444,13,128,49.4516,2.5483,0.0006,3.6469,1.1508,6.672,0.7536,1346.5867,91.7502,0.1067,0.3474,0.0,0.0156,0.001,0.2104,0.0013,3.9932,3.0393,0.0001,0.0001,0.0,0.0002,0.0001,0.0013,0.001,0.1669,0.1669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0148,0.0148
204,64,0.001,3,10,80,16,8,128,checkpoints/model_64_0.001_3_10_80_128epoch=00.ckpt,0,0.4752777777777778,4,128,36.2187,3.4185,0.0013,4.389,1.2074,5.5302,0.6876,915.056,69.2745,0.1734,0.363,0.0,0.016,0.0019,0.3527,0.0018,4.6205,3.0843,0.0001,0.0001,0.0,0.0002,0.0001,0.0013,0.001,0.1397,0.1397,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0068,0.0068
