,batch_size,learning_rate,split_count,cnt_min,cnt_max,embedding_dim,category_embedding_dim,hidden_size,checkpoint,epoch_num,accuracy,early_stop_epoch,metric_rankme,metric_coherence,metric_pseudo_condition_number,metric_alpha_req,metric_stable_rank,metric_ne_sum,metric_self_clustering,metric_ripser_sum_H0,metric_ripser_sum_H1,time_rankme,time_coherence,time_pseudo_condition_number,time_alpha_req,time_stable_rank,time_ne_sum,time_self_clustering,time_ripser_sum_H0,time_ripser_sum_H1
347,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=06.ckpt,6,0.652,15,35.4947,1.0,0.0053,3.0467,1.1945,10.066,0.6994,179.7881,2.9203,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0111,0.0111
348,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=07.ckpt,7,0.644,15,35.7653,1.0,0.0057,2.9718,1.1894,10.5088,0.7046,184.714,2.9854,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0109,0.0109
349,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=08.ckpt,8,0.628,15,35.8869,1.0,0.0056,2.9287,1.1888,10.1481,0.705,188.4033,3.0995,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0119,0.0119
350,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=09.ckpt,9,0.632,15,36.0829,1.0,0.0057,2.8842,1.1852,10.3241,0.7094,191.8765,2.8887,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.011,0.011
351,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=10.ckpt,10,0.668,15,35.8424,1.0,0.0058,2.8475,1.1758,10.772,0.7205,191.4329,3.1528,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.01,0.01
352,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=11.ckpt,11,0.624,15,36.5178,1.0,0.0061,2.8264,1.1851,10.8131,0.7092,196.294,3.3141,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0114,0.0114
353,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=12.ckpt,12,0.668,15,36.5372,1.0,0.006,2.8307,1.1872,10.5202,0.7066,197.4082,3.5477,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0118,0.0118
354,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=13.ckpt,13,0.64,15,36.133,1.0,0.006,2.8048,1.1756,10.8855,0.7208,196.9554,3.0443,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0123,0.0123
355,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=14.ckpt,14,0.66,15,36.2975,1.0,0.0058,2.7983,1.1767,11.1283,0.7193,197.2016,2.9551,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0106,0.0106
356,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=15.ckpt,15,0.66,15,36.4724,1.0,0.0059,2.7811,1.1779,11.316,0.7178,199.6078,3.0558,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0128,0.0128
357,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=16.ckpt,16,0.66,15,36.5832,1.0,0.006,2.7746,1.1793,11.3967,0.716,201.4217,3.2867,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0109,0.0109
358,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=17.ckpt,17,0.668,15,36.6449,1.0,0.0059,2.7746,1.1811,11.137,0.7139,202.6344,3.0152,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0125,0.0125
359,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=18.ckpt,18,0.664,15,36.8172,1.0,0.0059,2.7598,1.1817,11.0141,0.713,205.2862,3.2671,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0112,0.0112
360,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=19.ckpt,19,0.644,15,36.755,1.0,0.0059,2.7468,1.1792,11.3105,0.7162,205.8832,3.268,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0121,0.0121
361,64,0.001,3,10,50,16,8,192,checkpoints/model_64_0.001_3_10_50_192epoch=00.ckpt,0,0.544,19,33.2281,1.0,0.0049,3.516,1.2569,8.2988,0.6425,124.7528,1.3743,0.0001,0.0,0.0,0.0001,0.0,0.0016,0.0001,0.0105,0.0105
362,64,0.001,3,10,50,16,8,192,checkpoints/model_64_0.001_3_10_50_192epoch=01.ckpt,1,0.58,19,33.5323,1.0,0.0056,3.33,1.224,9.1547,0.6725,151.2593,1.8599,0.0001,0.0,0.0,0.0001,0.0,0.0016,0.0001,0.0117,0.0117
363,64,0.001,3,10,50,16,8,192,checkpoints/model_64_0.001_3_10_50_192epoch=02.ckpt,2,0.628,19,33.208,1.0,0.0054,3.2934,1.2012,8.5793,0.6947,172.2729,2.4681,0.0001,0.0,0.0,0.0001,0.0,0.0016,0.0001,0.0148,0.0148
364,64,0.001,3,10,50,16,8,192,checkpoints/model_64_0.001_3_10_50_192epoch=03.ckpt,3,0.652,19,34.7139,1.0,0.0059,3.1705,1.2122,9.3273,0.6809,192.7199,3.5327,0.0001,0.0,0.0,0.0001,0.0,0.0016,0.0001,0.0125,0.0125
365,64,0.001,3,10,50,16,8,192,checkpoints/model_64_0.001_3_10_50_192epoch=04.ckpt,4,0.628,19,35.3844,1.0,0.0063,3.0642,1.2108,9.5853,0.6815,203.6914,3.5405,0.0001,0.0,0.0,0.0001,0.0,0.0016,0.0001,0.0126,0.0126
366,64,0.001,3,10,50,16,8,192,checkpoints/model_64_0.001_3_10_50_192epoch=05.ckpt,5,0.632,19,35.6215,1.0,0.0067,2.9607,1.2024,9.2047,0.69,213.9464,4.2507,0.0001,0.0,0.0,0.0001,0.0,0.0016,0.0001,0.0134,0.0134
367,64,0.001,3,10,50,16,8,192,checkpoints/model_64_0.001_3_10_50_192epoch=06.ckpt,6,0.628,19,36.0932,1.0,0.007,2.8681,1.1963,10.0252,0.6966,222.722,4.3361,0.0001,0.0,0.0,0.0001,0.0,0.0016,0.0001,0.0136,0.0136
368,64,0.001,3,10,50,16,8,192,checkpoints/model_64_0.001_3_10_50_192epoch=07.ckpt,7,0.632,19,37.0157,1.0,0.0075,2.7694,1.2002,10.1708,0.6923,233.5426,4.7477,0.0001,0.0,0.0,0.0001,0.0,0.0016,0.0001,0.0112,0.0112
369,64,0.001,3,10,50,16,8,192,checkpoints/model_64_0.001_3_10_50_192epoch=08.ckpt,8,0.632,19,37.3531,1.0,0.0081,2.6711,1.1957,10.2577,0.6972,238.9701,4.5516,0.0001,0.0,0.0,0.0001,0.0,0.0016,0.0001,0.0123,0.0123
370,64,0.001,3,10,50,16,8,192,checkpoints/model_64_0.001_3_10_50_192epoch=09.ckpt,9,0.636,19,37.637,1.0,0.0083,2.6286,1.196,10.0176,0.6968,243.853,4.3473,0.0001,0.0,0.0,0.0001,0.0,0.0016,0.0001,0.0114,0.0114
371,64,0.001,3,10,50,16,8,192,checkpoints/model_64_0.001_3_10_50_192epoch=10.ckpt,10,0.636,19,37.1536,1.0,0.008,2.6017,1.1814,10.8391,0.7143,243.9416,4.4846,0.0001,0.0,0.0,0.0001,0.0,0.0016,0.0001,0.0127,0.0127
372,64,0.001,3,10,50,16,8,192,checkpoints/model_64_0.001_3_10_50_192epoch=11.ckpt,11,0.608,19,37.8742,1.0,0.0086,2.5601,1.1902,10.6207,0.7036,249.5492,4.7545,0.0001,0.0,0.0,0.0001,0.0,0.0016,0.0001,0.0129,0.0129
373,64,0.001,3,10,50,16,8,192,checkpoints/model_64_0.001_3_10_50_192epoch=12.ckpt,12,0.664,19,37.7938,1.0,0.0086,2.5485,1.1876,10.53,0.7066,249.9779,4.617,0.0001,0.0,0.0,0.0001,0.0,0.0016,0.0001,0.0122,0.0122
374,64,0.001,3,10,50,16,8,192,checkpoints/model_64_0.001_3_10_50_192epoch=13.ckpt,13,0.66,19,38.0316,1.0,0.0088,2.5106,1.1871,10.6406,0.7072,253.038,4.9027,0.0001,0.0,0.0,0.0001,0.0,0.0016,0.0001,0.0131,0.0131
375,64,0.001,3,10,50,16,8,192,checkpoints/model_64_0.001_3_10_50_192epoch=14.ckpt,14,0.664,19,37.8362,1.0,0.0086,2.4948,1.181,10.8459,0.7145,253.0728,4.5328,0.0001,0.0,0.0,0.0001,0.0,0.0016,0.0001,0.0123,0.0123
376,64,0.001,3,10,50,16,8,192,checkpoints/model_64_0.001_3_10_50_192epoch=15.ckpt,15,0.656,19,38.5234,1.0,0.009,2.4734,1.1908,10.8624,0.7028,258.1837,4.486,0.0001,0.0,0.0,0.0001,0.0,0.0016,0.0001,0.014,0.014
377,64,0.001,3,10,50,16,8,192,checkpoints/model_64_0.001_3_10_50_192epoch=16.ckpt,16,0.66,19,37.9511,1.0,0.0089,2.4589,1.1799,10.8002,0.7159,255.4616,4.4463,0.0001,0.0,0.0,0.0001,0.0,0.0016,0.0001,0.0112,0.0112
378,64,0.001,3,10,50,16,8,192,checkpoints/model_64_0.001_3_10_50_192epoch=17.ckpt,17,0.656,19,38.522,1.0,0.0093,2.4387,1.1865,10.8449,0.7079,261.3406,4.8472,0.0001,0.0,0.0,0.0001,0.0,0.0016,0.0001,0.0125,0.0125
379,64,0.001,3,10,50,16,8,192,checkpoints/model_64_0.001_3_10_50_192epoch=18.ckpt,18,0.696,19,38.6644,1.0,0.0093,2.4241,1.1876,10.9164,0.7061,262.6677,4.7889,0.0001,0.0,0.0,0.0001,0.0,0.0016,0.0001,0.0121,0.0121
380,64,0.001,3,10,50,16,8,192,checkpoints/model_64_0.001_3_10_50_192epoch=19.ckpt,19,0.712,19,38.5282,1.0,0.0093,2.4169,1.1828,11.0389,0.7122,262.3488,4.4084,0.0001,0.0,0.0,0.0001,0.0,0.0016,0.0001,0.0159,0.0159
381,64,0.001,3,10,50,16,8,192,checkpoints/model_64_0.001_3_10_50_192epoch=20.ckpt,20,0.7,19,38.5759,1.0,0.0094,2.4106,1.1841,11.0561,0.7105,264.7952,4.4203,0.0001,0.0,0.0,0.0001,0.0,0.0016,0.0001,0.0139,0.0139
382,64,0.001,3,10,50,16,8,192,checkpoints/model_64_0.001_3_10_50_192epoch=21.ckpt,21,0.656,19,39.0076,1.0,0.0097,2.3957,1.1886,11.3698,0.7051,267.5155,4.5084,0.0001,0.0,0.0,0.0001,0.0,0.0016,0.0001,0.0165,0.0165
383,64,0.001,3,10,50,16,8,192,checkpoints/model_64_0.001_3_10_50_192epoch=22.ckpt,22,0.684,19,38.7521,1.0,0.0096,2.3921,1.1834,11.3555,0.7114,265.3972,4.296,0.0001,0.0,0.0,0.0001,0.0,0.0016,0.0001,0.0158,0.0158
384,64,0.001,3,10,50,16,8,192,checkpoints/model_64_0.001_3_10_50_192epoch=23.ckpt,23,0.688,19,38.9998,1.0,0.0097,2.3857,1.1878,11.0031,0.706,267.6121,4.7186,0.0001,0.0,0.0,0.0001,0.0,0.0016,0.0001,0.0123,0.0123
385,64,0.001,3,10,50,16,8,256,checkpoints/model_64_0.001_3_10_50_256epoch=00.ckpt,0,0.588,6,32.2534,1.0,0.0048,3.4968,1.231,7.4543,0.67,120.1258,1.3255,0.0001,0.0,0.0,0.0001,0.0,0.0032,0.0002,0.0119,0.0119
386,64,0.001,3,10,50,16,8,256,checkpoints/model_64_0.001_3_10_50_256epoch=01.ckpt,1,0.592,6,34.3561,1.0,0.0061,3.3145,1.2446,8.585,0.6521,151.4267,1.8792,0.0001,0.0,0.0,0.0001,0.0,0.0031,0.0002,0.0116,0.0116
387,64,0.001,3,10,50,16,8,256,checkpoints/model_64_0.001_3_10_50_256epoch=02.ckpt,2,0.652,6,33.4611,1.0,0.006,3.1767,1.195,8.626,0.7024,172.1856,2.54,0.0001,0.0,0.0,0.0001,0.0,0.0032,0.0002,0.0127,0.0127
388,64,0.001,3,10,50,16,8,256,checkpoints/model_64_0.001_3_10_50_256epoch=03.ckpt,3,0.632,6,33.5497,1.0,0.0061,3.1047,1.1827,9.2848,0.7151,192.1161,3.3504,0.0001,0.0,0.0,0.0001,0.0,0.0032,0.0002,0.0123,0.0123
389,64,0.001,3,10,50,16,8,256,checkpoints/model_64_0.001_3_10_50_256epoch=04.ckpt,4,0.62,6,34.3589,1.0,0.0065,2.9981,1.1842,9.661,0.7119,208.073,4.4579,0.0001,0.0,0.0,0.0001,0.0,0.0031,0.0002,0.0114,0.0114
390,64,0.001,3,10,50,16,8,256,checkpoints/model_64_0.001_3_10_50_256epoch=05.ckpt,5,0.648,6,35.5884,1.0,0.0073,2.8574,1.1891,9.769,0.7064,220.3296,4.489,0.0001,0.0,0.0,0.0001,0.0,0.0032,0.0002,0.0127,0.0127
391,64,0.001,3,10,50,16,8,256,checkpoints/model_64_0.001_3_10_50_256epoch=06.ckpt,6,0.644,6,36.1933,1.0,0.0081,2.7259,1.1871,9.8218,0.7085,228.8001,4.778,0.0001,0.0,0.0,0.0001,0.0,0.0031,0.0001,0.0118,0.0118
392,64,0.001,3,10,50,16,8,256,checkpoints/model_64_0.001_3_10_50_256epoch=07.ckpt,7,0.66,6,36.03,1.0,0.0084,2.6151,1.1718,9.8389,0.7262,235.5748,5.1282,0.0001,0.0,0.0,0.0001,0.0,0.0031,0.0002,0.0154,0.0154
393,64,0.001,3,10,50,16,8,256,checkpoints/model_64_0.001_3_10_50_256epoch=08.ckpt,8,0.684,6,36.9711,1.0,0.0092,2.5115,1.1725,10.8973,0.7254,241.875,4.5826,0.0001,0.0,0.0,0.0001,0.0,0.0031,0.0002,0.0128,0.0128
394,64,0.001,3,10,50,16,8,256,checkpoints/model_64_0.001_3_10_50_256epoch=09.ckpt,9,0.716,6,37.1167,1.0,0.0093,2.4367,1.1665,11.1951,0.7326,246.214,4.353,0.0001,0.0,0.0,0.0001,0.0,0.0032,0.0002,0.0116,0.0116
395,64,0.001,3,10,50,16,8,256,checkpoints/model_64_0.001_3_10_50_256epoch=10.ckpt,10,0.66,6,37.627,1.0,0.0098,2.4039,1.1725,11.0756,0.7252,251.708,4.5802,0.0001,0.0,0.0,0.0001,0.0,0.0032,0.0002,0.0155,0.0155
396,32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=00.ckpt,0,0.604,21,31.6729,1.0,0.0042,3.5141,1.2204,8.0144,0.6752,118.4184,1.7136,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0103,0.0103
397,32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=01.ckpt,1,0.7,21,32.1287,1.0,0.004,3.4641,1.1997,8.4158,0.6954,144.5724,2.9654,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0123,0.0123
398,32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=02.ckpt,2,0.668,21,33.5135,1.0,0.0041,3.3692,1.2093,8.4181,0.6833,163.4077,3.7326,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0126,0.0126
399,32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=03.ckpt,3,0.656,21,33.6128,1.0,0.0041,3.2789,1.1935,9.027,0.7001,173.0915,3.9554,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.015,0.015
400,32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=04.ckpt,4,0.672,21,34.8675,1.0,0.0044,3.1901,1.2046,8.794,0.6871,184.6475,4.3863,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0114,0.0114
401,32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=05.ckpt,5,0.66,21,34.9027,1.0,0.0047,3.1183,1.2004,8.7979,0.6916,188.5085,4.2844,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0119,0.0119
402,32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=06.ckpt,6,0.68,21,35.3086,1.0,0.0049,3.0584,1.1995,9.4823,0.6928,194.3262,4.5833,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0118,0.0118
403,32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=07.ckpt,7,0.672,21,35.8263,1.0,0.0048,3.0133,1.2034,9.1772,0.6882,199.9753,4.7492,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0128,0.0128
404,32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=08.ckpt,8,0.68,21,36.0116,1.0,0.0053,2.9394,1.2002,9.4607,0.692,201.8395,4.5963,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.012,0.012
405,32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=09.ckpt,9,0.668,21,36.3321,1.0,0.0055,2.9428,1.205,9.856,0.6861,206.9067,4.5778,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0113,0.0113
406,32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=10.ckpt,10,0.656,21,36.1601,1.0,0.0054,2.9105,1.1979,9.5116,0.6943,205.3413,4.8621,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0137,0.0137
407,32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=11.ckpt,11,0.656,21,35.9766,1.0,0.0054,2.9054,1.1926,9.5317,0.7005,205.458,4.663,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0112,0.0112
408,32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=12.ckpt,12,0.652,21,36.2042,1.0,0.0054,2.8852,1.1925,9.6423,0.7007,207.6733,4.6511,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0119,0.0119
409,32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=13.ckpt,13,0.684,21,35.9122,1.0,0.0053,2.8832,1.1876,9.4721,0.7063,205.9486,4.545,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0121,0.0121
410,32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=14.ckpt,14,0.68,21,36.1516,1.0,0.0054,2.8735,1.1922,9.523,0.7008,207.273,4.7297,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0108,0.0108
411,32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=15.ckpt,15,0.652,21,36.1152,1.0,0.0053,2.8676,1.1898,9.5518,0.7037,208.9135,4.8129,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0139,0.0139
412,32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=16.ckpt,16,0.712,21,36.147,1.0,0.0055,2.8558,1.1882,9.7741,0.7058,208.6408,4.5262,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0133,0.0133
413,32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=17.ckpt,17,0.668,21,36.2355,1.0,0.0057,2.8458,1.1892,9.8146,0.7042,208.6096,4.4701,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.013,0.013
414,32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=18.ckpt,18,0.66,21,36.3669,1.0,0.0055,2.8418,1.189,10.0752,0.7045,210.5427,4.3912,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0114,0.0114
415,32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=19.ckpt,19,0.648,21,36.4486,1.0,0.0058,2.8296,1.1919,9.8686,0.7011,211.8153,4.6556,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0118,0.0118
416,32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=20.ckpt,20,0.692,21,36.0572,1.0,0.0054,2.8414,1.1839,9.9902,0.7104,209.272,4.4391,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0117,0.0117
417,32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=21.ckpt,21,0.668,21,36.1872,1.0,0.0053,2.8416,1.1846,10.0424,0.7098,210.0033,4.6347,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0112,0.0112
418,32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=22.ckpt,22,0.664,21,36.1778,1.0,0.0055,2.8342,1.1836,10.1733,0.7109,209.9106,4.3681,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0106,0.0106
419,32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=23.ckpt,23,0.692,21,36.0993,1.0,0.0055,2.8463,1.1853,9.9799,0.7089,209.9986,4.5598,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0103,0.0103
420,32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=24.ckpt,24,0.688,21,35.9875,1.0,0.0054,2.8428,1.1822,10.0738,0.7125,209.772,4.5416,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0114,0.0114
421,32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=25.ckpt,25,0.684,21,36.0461,1.0,0.0053,2.8383,1.1828,10.11,0.712,211.0855,4.6052,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0109,0.0109
422,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=00.ckpt,0,0.56,5,32.3153,1.0,0.0038,3.7095,1.2529,8.0924,0.6432,114.8785,1.4682,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0121,0.0121
423,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=01.ckpt,1,0.6,5,32.752,1.0,0.004,3.5418,1.2316,7.7141,0.6623,132.7692,1.7212,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0109,0.0109
424,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=02.ckpt,2,0.632,5,34.2462,1.0,0.0045,3.4352,1.2409,8.8425,0.6502,151.1701,2.3155,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0098,0.0098
425,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=03.ckpt,3,0.624,5,33.6061,1.0,0.0043,3.3689,1.2042,9.5879,0.689,157.9782,2.4673,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0154,0.0154
426,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=04.ckpt,4,0.628,5,33.9489,1.0,0.0046,3.2582,1.1949,9.5893,0.6998,165.2194,2.8541,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0106,0.0106
427,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=05.ckpt,5,0.66,5,35.342,1.0,0.005,3.1561,1.2107,9.8107,0.6808,176.8374,3.3531,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0109,0.0109
428,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=06.ckpt,6,0.652,5,34.8497,1.0,0.0049,3.0979,1.1896,10.0653,0.7054,177.1007,3.2388,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.011,0.011
429,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=07.ckpt,7,0.636,5,36.2086,1.0,0.0052,3.0427,1.2104,9.9031,0.6808,188.029,3.4989,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0115,0.0115
430,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=08.ckpt,8,0.628,5,36.4026,1.0,0.0052,2.9968,1.2058,10.1996,0.6856,192.6891,3.5152,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.012,0.012
431,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=09.ckpt,9,0.632,5,36.2882,1.0,0.0053,2.9483,1.1969,10.3147,0.6955,195.4863,3.5985,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0129,0.0129
432,128,0.001,3,10,50,16,8,128,checkpoints/model_128_0.001_3_10_50_128epoch=00.ckpt,0,0.556,16,30.1222,1.0,0.0031,3.7879,1.2054,6.8476,0.6947,87.892,1.3565,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0122,0.0122
433,128,0.001,3,10,50,16,8,128,checkpoints/model_128_0.001_3_10_50_128epoch=01.ckpt,1,0.508,16,32.9763,1.0,0.0041,3.5806,1.2366,7.8888,0.6616,102.3832,1.0918,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0111,0.0111
434,128,0.001,3,10,50,16,8,128,checkpoints/model_128_0.001_3_10_50_128epoch=02.ckpt,2,0.54,16,32.6456,1.0,0.0043,3.4679,1.2067,8.8882,0.6911,111.4704,1.3045,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0113,0.0113
435,128,0.001,3,10,50,16,8,128,checkpoints/model_128_0.001_3_10_50_128epoch=03.ckpt,3,0.54,16,33.8736,1.0,0.0047,3.3751,1.2178,9.2451,0.6785,122.5486,1.6061,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0122,0.0122
436,128,0.001,3,10,50,16,8,128,checkpoints/model_128_0.001_3_10_50_128epoch=04.ckpt,4,0.596,16,33.9198,1.0,0.0049,3.2912,1.2032,9.4742,0.6928,131.2279,1.6907,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0139,0.0139
437,128,0.001,3,10,50,16,8,128,checkpoints/model_128_0.001_3_10_50_128epoch=05.ckpt,5,0.6,16,34.4234,1.0,0.005,3.2343,1.2026,9.4858,0.6935,138.7707,1.9181,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0255,0.0255
438,128,0.001,3,10,50,16,8,128,checkpoints/model_128_0.001_3_10_50_128epoch=06.ckpt,6,0.6,16,35.2387,1.0,0.0051,3.1644,1.2046,10.2093,0.6897,149.4617,1.9868,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0145,0.0145
439,128,0.001,3,10,50,16,8,128,checkpoints/model_128_0.001_3_10_50_128epoch=07.ckpt,7,0.584,16,35.7543,1.0,0.0052,3.1065,1.2063,10.3395,0.6875,156.5726,2.2763,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.012,0.012
440,128,0.001,3,10,50,16,8,128,checkpoints/model_128_0.001_3_10_50_128epoch=08.ckpt,8,0.604,16,35.8542,1.0,0.0054,3.0396,1.1977,10.6148,0.6964,163.0571,2.3199,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0113,0.0113
