,batch_size,learning_rate,split_count,cnt_min,cnt_max,embedding_dim,category_embedding_dim,hidden_size,checkpoint,epoch_num,accuracy,early_stop_epoch,metric_rankme,metric_coherence,metric_pseudo_condition_number,metric_alpha_req,metric_stable_rank,metric_ne_sum,metric_self_clustering,metric_ripser_sum_H0,metric_ripser_sum_H1,time_rankme,time_coherence,time_pseudo_condition_number,time_alpha_req,time_stable_rank,time_ne_sum,time_self_clustering,time_ripser_sum_H0,time_ripser_sum_H1
253,64,0.001,3,10,50,32,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=09.ckpt,9,0.66,15,36.3321,1.0,0.0055,2.933,1.1948,10.2728,0.6981,196.5755,3.4606,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0119,0.0119
254,64,0.001,3,10,50,32,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=10.ckpt,10,0.668,15,36.1625,1.0,0.0055,2.9094,1.1886,10.4721,0.7054,197.8211,3.6383,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.011,0.011
255,64,0.001,3,10,50,32,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=11.ckpt,11,0.62,15,36.4389,1.0,0.0056,2.9045,1.192,10.7653,0.7014,200.2743,3.4616,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0138,0.0138
256,64,0.001,3,10,50,32,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=12.ckpt,12,0.66,15,36.7864,1.0,0.0057,2.8696,1.195,10.5767,0.6976,203.4326,3.6238,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.012,0.012
257,64,0.001,3,10,50,32,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=13.ckpt,13,0.696,15,36.3802,1.0,0.0056,2.8712,1.1878,10.5241,0.7061,202.2007,3.4653,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0113,0.0113
258,64,0.001,3,10,50,32,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=14.ckpt,14,0.628,15,36.657,1.0,0.0056,2.8588,1.1902,10.6025,0.7032,204.932,3.4277,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.011,0.011
259,64,0.001,3,10,50,32,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=15.ckpt,15,0.648,15,36.6624,1.0,0.0056,2.8486,1.1893,10.6732,0.7042,205.4235,3.1792,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0128,0.0128
260,64,0.001,3,10,50,32,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=16.ckpt,16,0.684,15,36.8635,1.0,0.0057,2.8246,1.1892,10.9617,0.7045,206.9992,3.3961,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0117,0.0117
261,64,0.001,3,10,50,32,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=17.ckpt,17,0.672,15,36.7253,1.0,0.0057,2.8189,1.1844,10.9891,0.7102,207.4877,3.3605,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0119,0.0119
262,64,0.001,3,10,50,32,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=18.ckpt,18,0.688,15,36.8636,1.0,0.0059,2.8076,1.1877,10.7977,0.706,208.5733,3.3294,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0117,0.0117
263,64,0.001,3,10,50,32,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=19.ckpt,19,0.644,15,36.9861,1.0,0.006,2.7935,1.1869,11.0138,0.707,209.4179,3.4332,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0115,0.0115
264,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=00.ckpt,0,0.488,7,30.9543,1.0,0.0037,3.6201,1.2064,7.7965,0.6925,110.4001,1.6722,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0122,0.0122
265,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=01.ckpt,1,0.54,7,32.6109,1.0,0.0043,3.4502,1.2149,8.0091,0.6813,129.275,1.7415,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0136,0.0136
266,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=02.ckpt,2,0.572,7,32.9869,1.0,0.0044,3.3818,1.2042,8.3704,0.6916,144.8482,2.0426,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.014,0.014
267,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=03.ckpt,3,0.652,7,33.969,1.0,0.0049,3.2424,1.1979,9.2076,0.698,157.715,2.5472,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0117,0.0117
268,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=04.ckpt,4,0.608,7,34.4235,1.0,0.0049,3.1541,1.1919,9.8611,0.7037,169.2031,3.1303,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0115,0.0115
269,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=05.ckpt,5,0.652,7,34.3968,1.0,0.005,3.0852,1.1795,10.0988,0.7178,174.9261,3.4138,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.011,0.011
270,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=06.ckpt,6,0.6,7,35.5109,1.0,0.0051,3.0306,1.1954,9.8889,0.6981,185.9797,4.0052,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0136,0.0136
271,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=07.ckpt,7,0.648,7,35.407,1.0,0.0051,2.9868,1.1863,9.8544,0.7084,189.2319,4.0068,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0119,0.0119
272,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=08.ckpt,8,0.676,7,35.8474,1.0,0.0054,2.9288,1.1883,10.2119,0.706,194.0653,3.9633,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0116,0.0116
273,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=09.ckpt,9,0.636,7,36.2561,1.0,0.0055,2.8934,1.1921,9.9722,0.7012,198.8919,4.208,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0101,0.0101
274,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=10.ckpt,10,0.616,7,36.7836,1.0,0.0057,2.8623,1.1979,10.1438,0.6942,202.8628,4.1558,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0163,0.0163
275,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=11.ckpt,11,0.604,7,36.5042,1.0,0.0054,2.8676,1.1912,10.116,0.7021,202.128,3.8688,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0121,0.0121
276,64,0.001,3,10,50,16,12,128,checkpoints/model_64_0.001_3_10_50_128epoch=00.ckpt,0,0.56,8,31.2611,1.0,0.0037,3.6542,1.2202,7.3649,0.6789,107.8952,1.4737,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0124,0.0124
277,64,0.001,3,10,50,16,12,128,checkpoints/model_64_0.001_3_10_50_128epoch=01.ckpt,1,0.58,8,32.8989,1.0,0.0043,3.4488,1.2152,8.6194,0.6819,126.4253,1.6365,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0122,0.0122
278,64,0.001,3,10,50,16,12,128,checkpoints/model_64_0.001_3_10_50_128epoch=02.ckpt,2,0.616,8,34.007,1.0,0.0045,3.3347,1.2131,9.2054,0.6822,143.6875,2.1633,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0111,0.0111
279,64,0.001,3,10,50,16,12,128,checkpoints/model_64_0.001_3_10_50_128epoch=03.ckpt,3,0.656,8,34.6693,1.0,0.0048,3.2674,1.2118,9.4751,0.682,157.8027,2.7453,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0117,0.0117
280,64,0.001,3,10,50,16,12,128,checkpoints/model_64_0.001_3_10_50_128epoch=04.ckpt,4,0.636,8,34.5345,1.0,0.0049,3.1571,1.1928,9.9407,0.7026,166.4671,2.8706,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0095,0.0095
281,64,0.001,3,10,50,16,12,128,checkpoints/model_64_0.001_3_10_50_128epoch=05.ckpt,5,0.632,8,35.6341,1.0,0.0054,3.0512,1.2011,9.5284,0.6922,175.5011,3.186,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0105,0.0105
282,64,0.001,3,10,50,16,12,128,checkpoints/model_64_0.001_3_10_50_128epoch=06.ckpt,6,0.672,8,35.8183,1.0,0.0054,2.9974,1.1971,10.275,0.6965,183.5919,3.486,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0105,0.0105
283,64,0.001,3,10,50,16,12,128,checkpoints/model_64_0.001_3_10_50_128epoch=07.ckpt,7,0.632,8,35.315,1.0,0.0053,2.9696,1.1832,10.6164,0.7126,185.4098,3.5869,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0119,0.0119
284,64,0.001,3,10,50,16,12,128,checkpoints/model_64_0.001_3_10_50_128epoch=08.ckpt,8,0.656,8,36.2786,1.0,0.0057,2.8983,1.1933,10.3094,0.7003,193.3396,3.6881,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.011,0.011
285,64,0.001,3,10,50,16,12,128,checkpoints/model_64_0.001_3_10_50_128epoch=09.ckpt,9,0.624,8,35.8847,1.0,0.0057,2.8606,1.1797,10.703,0.7163,193.9379,3.5948,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0115,0.0115
286,64,0.001,3,10,50,16,12,128,checkpoints/model_64_0.001_3_10_50_128epoch=10.ckpt,10,0.636,8,36.4286,1.0,0.0061,2.8278,1.1869,10.4596,0.7076,197.7936,3.6522,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0166,0.0166
287,64,0.001,3,10,50,16,12,128,checkpoints/model_64_0.001_3_10_50_128epoch=11.ckpt,11,0.628,8,36.5172,1.0,0.006,2.8177,1.1858,10.7686,0.7089,200.0172,3.5347,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.012,0.012
288,64,0.001,3,10,50,16,12,128,checkpoints/model_64_0.001_3_10_50_128epoch=12.ckpt,12,0.644,8,36.5193,1.0,0.006,2.8079,1.1848,10.7278,0.7099,201.7526,3.564,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0118,0.0118
289,64,0.001,3,10,50,16,16,128,checkpoints/model_64_0.001_3_10_50_128epoch=00.ckpt,0,0.548,10,29.8012,1.0,0.0033,3.6833,1.1931,6.9452,0.7068,105.7727,1.4185,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0243,0.0243
290,64,0.001,3,10,50,16,16,128,checkpoints/model_64_0.001_3_10_50_128epoch=01.ckpt,1,0.556,10,34.1365,1.0,0.0047,3.474,1.2537,8.7577,0.6399,130.1379,1.9471,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0118,0.0118
291,64,0.001,3,10,50,16,16,128,checkpoints/model_64_0.001_3_10_50_128epoch=02.ckpt,2,0.608,10,33.7388,1.0,0.0045,3.3839,1.2156,9.4566,0.6779,143.7261,2.2833,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0125,0.0125
292,64,0.001,3,10,50,16,16,128,checkpoints/model_64_0.001_3_10_50_128epoch=03.ckpt,3,0.62,10,34.0363,1.0,0.0045,3.3145,1.2046,9.5114,0.689,157.5553,2.6581,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0127,0.0127
293,64,0.001,3,10,50,16,16,128,checkpoints/model_64_0.001_3_10_50_128epoch=04.ckpt,4,0.664,10,34.289,1.0,0.0048,3.1953,1.1915,9.6561,0.7029,165.5118,2.6685,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0137,0.0137
294,64,0.001,3,10,50,16,16,128,checkpoints/model_64_0.001_3_10_50_128epoch=05.ckpt,5,0.64,10,35.1342,1.0,0.005,3.1155,1.1971,9.4757,0.6959,176.0304,3.1828,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0102,0.0102
295,64,0.001,3,10,50,16,16,128,checkpoints/model_64_0.001_3_10_50_128epoch=06.ckpt,6,0.628,10,35.2495,1.0,0.0052,3.0359,1.1896,10.0357,0.7044,181.8412,3.421,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0105,0.0105
296,64,0.001,3,10,50,16,16,128,checkpoints/model_64_0.001_3_10_50_128epoch=07.ckpt,7,0.66,10,35.6846,1.0,0.0052,2.9725,1.1903,10.3717,0.7029,186.6801,3.489,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0121,0.0121
297,64,0.001,3,10,50,16,16,128,checkpoints/model_64_0.001_3_10_50_128epoch=08.ckpt,8,0.64,10,35.9386,1.0,0.0055,2.9163,1.1874,10.3186,0.7064,189.5758,3.2853,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0122,0.0122
298,64,0.001,3,10,50,16,16,128,checkpoints/model_64_0.001_3_10_50_128epoch=09.ckpt,9,0.616,10,36.5875,1.0,0.0061,2.8496,1.1924,10.6886,0.7003,193.4073,3.3336,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0172,0.0172
299,64,0.001,3,10,50,16,16,128,checkpoints/model_64_0.001_3_10_50_128epoch=10.ckpt,10,0.604,10,36.4402,1.0,0.0059,2.8372,1.1877,10.4797,0.7058,194.8446,3.4464,0.0001,0.0,0.0,0.0001,0.0,0.0009,0.0001,0.0129,0.0129
300,64,0.001,3,10,50,16,16,128,checkpoints/model_64_0.001_3_10_50_128epoch=11.ckpt,11,0.66,10,36.1421,1.0,0.0057,2.8264,1.1814,10.5224,0.7134,193.6043,3.3086,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0127,0.0127
301,64,0.001,3,10,50,16,16,128,checkpoints/model_64_0.001_3_10_50_128epoch=12.ckpt,12,0.636,10,36.689,1.0,0.006,2.8051,1.1893,10.4342,0.704,197.7931,3.5129,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0122,0.0122
302,64,0.001,3,10,50,16,16,128,checkpoints/model_64_0.001_3_10_50_128epoch=13.ckpt,13,0.644,10,36.6067,1.0,0.006,2.7826,1.1831,10.6556,0.7114,198.3851,3.5881,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0115,0.0115
303,64,0.001,3,10,50,16,16,128,checkpoints/model_64_0.001_3_10_50_128epoch=14.ckpt,14,0.64,10,36.9475,1.0,0.0063,2.7682,1.1899,10.549,0.7032,201.4577,3.7644,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.011,0.011
304,64,0.001,3,10,50,16,24,128,checkpoints/model_64_0.001_3_10_50_128epoch=00.ckpt,0,0.516,14,32.6917,1.0,0.004,3.6447,1.2545,7.7915,0.644,109.9654,1.6304,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0104,0.0104
305,64,0.001,3,10,50,16,24,128,checkpoints/model_64_0.001_3_10_50_128epoch=01.ckpt,1,0.532,14,34.1841,1.0,0.0047,3.508,1.2624,9.0252,0.6336,133.8103,2.151,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.011,0.011
306,64,0.001,3,10,50,16,24,128,checkpoints/model_64_0.001_3_10_50_128epoch=02.ckpt,2,0.588,14,33.8987,1.0,0.0043,3.4639,1.2342,8.9385,0.6587,149.1098,2.4652,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0109,0.0109
307,64,0.001,3,10,50,16,24,128,checkpoints/model_64_0.001_3_10_50_128epoch=03.ckpt,3,0.584,14,34.7806,1.0,0.0047,3.367,1.2336,9.6823,0.6587,162.7683,2.9045,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0117,0.0117
308,64,0.001,3,10,50,16,24,128,checkpoints/model_64_0.001_3_10_50_128epoch=04.ckpt,4,0.6,14,34.1374,1.0,0.0045,3.2969,1.2029,9.7713,0.6915,170.1646,3.1927,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0108,0.0108
309,64,0.001,3,10,50,16,24,128,checkpoints/model_64_0.001_3_10_50_128epoch=05.ckpt,5,0.608,14,35.4339,1.0,0.005,3.178,1.2144,9.5768,0.6777,181.4849,3.6798,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0107,0.0107
310,64,0.001,3,10,50,16,24,128,checkpoints/model_64_0.001_3_10_50_128epoch=06.ckpt,6,0.612,14,35.5708,1.0,0.005,3.1132,1.2051,9.8127,0.6871,187.8457,3.6261,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0144,0.0144
311,64,0.001,3,10,50,16,24,128,checkpoints/model_64_0.001_3_10_50_128epoch=07.ckpt,7,0.644,14,35.8802,1.0,0.005,3.0527,1.2013,10.1717,0.6913,192.7895,3.8789,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0111,0.0111
312,64,0.001,3,10,50,16,24,128,checkpoints/model_64_0.001_3_10_50_128epoch=08.ckpt,8,0.608,14,36.4119,1.0,0.0052,2.9877,1.2061,9.9708,0.6851,199.9184,4.3556,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0124,0.0124
313,64,0.001,3,10,50,16,24,128,checkpoints/model_64_0.001_3_10_50_128epoch=09.ckpt,9,0.624,14,36.657,1.0,0.0055,2.9358,1.2031,10.2653,0.6887,201.8261,3.9185,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0118,0.0118
314,64,0.001,3,10,50,16,24,128,checkpoints/model_64_0.001_3_10_50_128epoch=10.ckpt,10,0.648,14,36.377,1.0,0.0054,2.9358,1.1964,10.2041,0.6964,203.1325,3.7788,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0133,0.0133
315,64,0.001,3,10,50,16,24,128,checkpoints/model_64_0.001_3_10_50_128epoch=11.ckpt,11,0.648,14,36.2708,1.0,0.0054,2.9102,1.1911,10.1661,0.7024,203.3577,3.9354,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0126,0.0126
316,64,0.001,3,10,50,16,24,128,checkpoints/model_64_0.001_3_10_50_128epoch=12.ckpt,12,0.628,14,36.6487,1.0,0.0055,2.8841,1.1949,10.1089,0.6977,207.2881,4.1415,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0112,0.0112
317,64,0.001,3,10,50,16,24,128,checkpoints/model_64_0.001_3_10_50_128epoch=13.ckpt,13,0.632,14,37.0015,1.0,0.0057,2.8732,1.202,10.2093,0.6896,210.1996,4.0938,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0133,0.0133
318,64,0.001,3,10,50,16,24,128,checkpoints/model_64_0.001_3_10_50_128epoch=14.ckpt,14,0.624,14,36.6242,1.0,0.0055,2.8546,1.1912,10.1625,0.702,208.1994,4.1112,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0116,0.0116
319,64,0.001,3,10,50,16,24,128,checkpoints/model_64_0.001_3_10_50_128epoch=15.ckpt,15,0.672,14,36.4486,1.0,0.0053,2.8496,1.1848,10.4957,0.7097,208.9851,4.0113,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0116,0.0116
320,64,0.001,3,10,50,16,24,128,checkpoints/model_64_0.001_3_10_50_128epoch=16.ckpt,16,0.66,14,36.8424,1.0,0.0056,2.8296,1.191,10.5709,0.702,212.9001,4.0684,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0104,0.0104
321,64,0.001,3,10,50,16,24,128,checkpoints/model_64_0.001_3_10_50_128epoch=17.ckpt,17,0.64,14,36.9756,1.0,0.0058,2.8115,1.1914,10.4378,0.7015,212.7964,4.0486,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0121,0.0121
322,64,0.001,3,10,50,16,24,128,checkpoints/model_64_0.001_3_10_50_128epoch=18.ckpt,18,0.648,14,36.6865,1.0,0.0055,2.8253,1.1874,10.38,0.7064,212.0946,4.0177,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0117,0.0117
323,64,0.001,3,10,50,16,8,64,checkpoints/model_64_0.001_3_10_50_64epoch=00.ckpt,0,0.556,13,27.8521,1.1294,0.0021,3.8102,1.2068,7.6214,0.6883,84.8494,1.4061,0.0001,0.0,0.0,0.0001,0.0,0.0003,0.0001,0.0107,0.0107
324,64,0.001,3,10,50,16,8,64,checkpoints/model_64_0.001_3_10_50_64epoch=01.ckpt,1,0.548,13,28.578,1.1305,0.0019,3.7486,1.2108,7.7209,0.6837,95.3812,1.4934,0.0001,0.0,0.0,0.0001,0.0,0.0003,0.0001,0.0101,0.0101
325,64,0.001,3,10,50,16,8,64,checkpoints/model_64_0.001_3_10_50_64epoch=02.ckpt,2,0.588,13,28.0885,1.1349,0.0013,3.8149,1.195,7.8433,0.7004,101.2106,1.6936,0.0001,0.0,0.0,0.0001,0.0,0.0003,0.0001,0.0092,0.0092
326,64,0.001,3,10,50,16,8,64,checkpoints/model_64_0.001_3_10_50_64epoch=03.ckpt,3,0.572,13,29.4401,1.1342,0.0014,3.7929,1.2214,8.2446,0.6696,111.175,2.1032,0.0001,0.0,0.0,0.0001,0.0,0.0003,0.0001,0.0104,0.0104
327,64,0.001,3,10,50,16,8,64,checkpoints/model_64_0.001_3_10_50_64epoch=04.ckpt,4,0.576,13,28.8331,1.1374,0.0008,3.8654,1.2021,8.2449,0.6906,114.0003,2.0802,0.0001,0.0,0.0,0.0001,0.0,0.0003,0.0001,0.0094,0.0094
328,64,0.001,3,10,50,16,8,64,checkpoints/model_64_0.001_3_10_50_64epoch=05.ckpt,5,0.592,13,29.3517,1.1416,0.0007,3.8847,1.2076,8.5635,0.6836,119.6982,2.3136,0.0001,0.0,0.0,0.0001,0.0,0.0003,0.0001,0.0098,0.0098
329,64,0.001,3,10,50,16,8,64,checkpoints/model_64_0.001_3_10_50_64epoch=06.ckpt,6,0.616,13,28.8389,1.1428,0.0005,3.9102,1.1883,9.1717,0.7053,121.8743,2.1032,0.0001,0.0,0.0,0.0001,0.0,0.0003,0.0001,0.0092,0.0092
330,64,0.001,3,10,50,16,8,64,checkpoints/model_64_0.001_3_10_50_64epoch=07.ckpt,7,0.608,13,28.9844,1.1443,0.0004,3.9311,1.1895,9.1281,0.7036,124.6145,2.1881,0.0001,0.0,0.0,0.0001,0.0,0.0003,0.0001,0.0099,0.0099
331,64,0.001,3,10,50,16,8,64,checkpoints/model_64_0.001_3_10_50_64epoch=08.ckpt,8,0.624,13,29.0911,1.1437,0.0004,3.9622,1.1891,9.1318,0.7036,127.4897,2.2824,0.0001,0.0,0.0,0.0001,0.0,0.0003,0.0001,0.0089,0.0089
332,64,0.001,3,10,50,16,8,64,checkpoints/model_64_0.001_3_10_50_64epoch=09.ckpt,9,0.616,13,29.1275,1.143,0.0004,3.994,1.1891,9.0675,0.7033,129.4144,2.6171,0.0001,0.0,0.0,0.0001,0.0,0.0003,0.0001,0.0094,0.0094
333,64,0.001,3,10,50,16,8,64,checkpoints/model_64_0.001_3_10_50_64epoch=10.ckpt,10,0.592,13,29.4838,1.1439,0.0004,4.0028,1.1951,9.4122,0.6963,132.4026,2.5551,0.0001,0.0,0.0,0.0001,0.0,0.0003,0.0001,0.0105,0.0105
334,64,0.001,3,10,50,16,8,64,checkpoints/model_64_0.001_3_10_50_64epoch=11.ckpt,11,0.612,13,29.1675,1.1419,0.0005,4.0255,1.1895,9.2177,0.7025,132.2907,2.69,0.0001,0.0,0.0,0.0001,0.0,0.0003,0.0001,0.0104,0.0104
335,64,0.001,3,10,50,16,8,64,checkpoints/model_64_0.001_3_10_50_64epoch=12.ckpt,12,0.62,13,29.4837,1.1424,0.0005,3.9985,1.1963,9.1966,0.6941,134.8844,3.0023,0.0001,0.0,0.0,0.0001,0.0,0.0003,0.0001,0.0092,0.0092
336,64,0.001,3,10,50,16,8,64,checkpoints/model_64_0.001_3_10_50_64epoch=13.ckpt,13,0.632,13,29.4006,1.1447,0.0005,4.0079,1.1934,9.2479,0.6978,135.5,2.8126,0.0001,0.0,0.0,0.0001,0.0,0.0003,0.0001,0.01,0.01
337,64,0.001,3,10,50,16,8,64,checkpoints/model_64_0.001_3_10_50_64epoch=14.ckpt,14,0.648,13,29.2859,1.144,0.0005,4.0273,1.1925,9.1204,0.6986,135.7219,2.9442,0.0001,0.0,0.0,0.0001,0.0,0.0003,0.0001,0.0092,0.0092
338,64,0.001,3,10,50,16,8,64,checkpoints/model_64_0.001_3_10_50_64epoch=15.ckpt,15,0.628,13,29.3433,1.1443,0.0005,4.0163,1.1921,9.2619,0.699,136.7396,2.8979,0.0001,0.0,0.0,0.0001,0.0,0.0003,0.0001,0.009,0.009
339,64,0.001,3,10,50,16,8,64,checkpoints/model_64_0.001_3_10_50_64epoch=16.ckpt,16,0.644,13,29.2217,1.1414,0.0005,4.0152,1.1908,9.0833,0.7004,136.662,3.0239,0.0001,0.0,0.0,0.0001,0.0,0.0003,0.0001,0.0104,0.0104
340,64,0.001,3,10,50,16,8,64,checkpoints/model_64_0.001_3_10_50_64epoch=17.ckpt,17,0.612,13,29.4404,1.1414,0.0005,4.0187,1.1947,8.8969,0.6959,137.6577,3.1311,0.0001,0.0,0.0,0.0001,0.0,0.0003,0.0001,0.0088,0.0088
341,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=00.ckpt,0,0.576,15,32.4515,1.0,0.0036,3.6334,1.2373,8.3236,0.6603,101.2338,1.3013,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0119,0.0119
342,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=01.ckpt,1,0.576,15,33.7962,1.0,0.0044,3.4752,1.2463,8.9483,0.6478,122.6349,1.7956,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0116,0.0116
343,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=02.ckpt,2,0.636,15,33.6167,1.0,0.0045,3.3897,1.2164,8.8979,0.6782,139.5595,2.1072,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0109,0.0109
344,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=03.ckpt,3,0.656,15,33.829,1.0,0.0046,3.31,1.2045,9.3156,0.6901,151.7536,2.1375,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0116,0.0116
345,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=04.ckpt,4,0.636,15,34.506,1.0,0.0048,3.2088,1.2013,9.7617,0.6925,162.9554,2.4549,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.011,0.011
346,64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=05.ckpt,5,0.664,15,35.1998,1.0,0.005,3.1141,1.1987,9.7247,0.6949,171.2207,2.7054,0.0001,0.0,0.0,0.0001,0.0,0.0008,0.0001,0.0112,0.0112
