batch_size,learning_rate,split_count,cnt_min,cnt_max,embedding_dim,category_embedding_dim,hidden_size,checkpoint,epoch_num,accuracy,early_stop_epoch,hidden_size.1,metric_rankme,metric_coherence,metric_pseudo_condition_number,metric_alpha_req,metric_stable_rank,metric_ne_sum,metric_self_clustering,metric_ripser_sum_H0,metric_ripser_sum_H1,time_rankme,time_coherence,time_pseudo_condition_number,time_alpha_req,time_stable_rank,time_ne_sum,time_self_clustering,time_ripser_sum_H0,time_ripser_sum_H1,sample_fraction
16,0.001,3,10,50,16,8,128,rosbank/checkpoints/model_16_0.001_3_10_50_128epoch=00.ckpt,0,0.6855813953488372,16,128,30.6452,9.6081,0.0016,4.1752,1.3322,3.0948,0.5682,1805.7844,128.6197,0.0001,0.0003,0.0,0.0002,0.0001,0.0022,0.0093,0.8584,0.8584,0.525
16,0.001,3,10,50,16,8,128,rosbank/checkpoints/model_16_0.001_3_10_50_128epoch=01.ckpt,1,0.6986046511627907,16,128,34.1065,8.6439,0.0018,4.1582,1.2971,5.1721,0.5973,2164.7637,183.4859,0.0001,0.0003,0.0,0.0002,0.0001,0.0022,0.0088,1.0117,1.0117,0.525
16,0.001,3,10,50,16,8,128,rosbank/checkpoints/model_16_0.001_3_10_50_128epoch=02.ckpt,2,0.7032558139534884,16,128,36.3514,8.564,0.0019,4.1168,1.2562,7.2955,0.633,2422.4536,232.8806,0.0001,0.0003,0.0,0.0002,0.0001,0.0022,0.009,1.2612,1.2612,0.525
16,0.001,3,10,50,16,8,128,rosbank/checkpoints/model_16_0.001_3_10_50_128epoch=03.ckpt,3,0.7190697674418605,16,128,36.2566,8.8933,0.0017,4.1495,1.2312,6.9276,0.6561,2597.0093,272.7721,0.0001,0.0003,0.0,0.0002,0.0001,0.0022,0.009,1.4214,1.4214,0.525
16,0.001,3,10,50,16,8,128,rosbank/checkpoints/model_16_0.001_3_10_50_128epoch=04.ckpt,4,0.707906976744186,16,128,38.3929,8.7772,0.0017,4.1395,1.2359,7.1439,0.6486,2825.6118,304.2599,0.0001,0.0003,0.0,0.0002,0.0001,0.0022,0.009,1.6505,1.6505,0.525
16,0.001,3,10,50,16,8,128,rosbank/checkpoints/model_16_0.001_3_10_50_128epoch=05.ckpt,5,0.707906976744186,16,128,38.9147,7.5813,0.0015,4.1637,1.2212,8.3813,0.6647,2952.556,326.473,0.0001,0.0003,0.0,0.0002,0.0002,0.0023,0.0091,1.6076,1.6076,0.525
16,0.001,3,10,50,16,8,128,rosbank/checkpoints/model_16_0.001_3_10_50_128epoch=06.ckpt,6,0.706046511627907,16,128,39.1856,8.4859,0.0015,4.1645,1.2018,9.2723,0.6868,3007.3574,332.4669,0.0001,0.0003,0.0,0.0002,0.0001,0.0022,0.009,1.6457,1.6457,0.525
16,0.001,3,10,50,16,8,128,rosbank/checkpoints/model_16_0.001_3_10_50_128epoch=07.ckpt,7,0.7144186046511628,16,128,41.2573,8.6435,0.0015,4.1264,1.2209,8.5419,0.6654,3179.864,349.3246,0.0001,0.0003,0.0,0.0002,0.0002,0.0022,0.0091,1.6411,1.6411,0.525
16,0.001,3,10,50,16,8,128,rosbank/checkpoints/model_16_0.001_3_10_50_128epoch=08.ckpt,8,0.7013953488372093,16,128,40.9959,8.3111,0.0017,4.1394,1.2068,8.3888,0.6798,3220.049,361.1404,0.0001,0.0003,0.0,0.0002,0.0002,0.0023,0.0092,1.6314,1.6314,0.525
16,0.001,3,10,50,16,8,128,rosbank/checkpoints/model_16_0.001_3_10_50_128epoch=09.ckpt,9,0.7106976744186047,16,128,41.3502,8.0333,0.0016,4.1674,1.2037,9.4947,0.6821,3320.5938,361.9325,0.0001,0.0003,0.0,0.0002,0.0002,0.0022,0.0088,1.6194,1.6194,0.525
