,batch_size,learning_rate,split_count,cnt_min,cnt_max,embedding_dim,category_embedding_dim,hidden_size,mcc_code_in,term_id_in,tr_type_in,num_epochs,source_features,checkpoint,epoch_num,early_stop_epoch,recall_topk,metric_rankme,metric_coherence,metric_pseudo_condition_number,metric_alpha_req,metric_stable_rank,metric_ne_sum,metric_self_clustering,metric_ripser,metric_ripser_sum_H0,metric_ripser_sq_sum_H0,metric_ripser_sum_H0_norm0.5,metric_ripser_sq_sum_H0_norm0.5,metric_ripser_sum_H0_norm0.7,metric_ripser_sq_sum_H0_norm0.7,metric_ripser_sum_H0_norm0.8,metric_ripser_sq_sum_H0_norm0.8,metric_ripser_sum_H0_norm0.9,metric_ripser_sq_sum_H0_norm0.9,metric_ripser_sum_H0_norm0.95,metric_ripser_sq_sum_H0_norm0.95,metric_ripser_sum_H0_norm0.99,metric_ripser_sq_sum_H0_norm0.99,metric_ripser_sum_H1,metric_ripser_sq_sum_H1,metric_ripser_sum_H1_norm0.5,metric_ripser_sq_sum_H1_norm0.5,metric_ripser_sum_H1_norm0.7,metric_ripser_sq_sum_H1_norm0.7,metric_ripser_sum_H1_norm0.8,metric_ripser_sq_sum_H1_norm0.8,metric_ripser_sum_H1_norm0.9,metric_ripser_sq_sum_H1_norm0.9,metric_ripser_sum_H1_norm0.95,metric_ripser_sq_sum_H1_norm0.95,metric_ripser_sum_H1_norm0.99,metric_ripser_sq_sum_H1_norm0.99,std_rankme,std_coherence,std_pseudo_condition_number,std_alpha_req,std_stable_rank,std_ne_sum,std_self_clustering,std_ripser,std_ripser_sum_H0,std_ripser_sq_sum_H0,std_ripser_sum_H0_norm0.5,std_ripser_sq_sum_H0_norm0.5,std_ripser_sum_H0_norm0.7,std_ripser_sq_sum_H0_norm0.7,std_ripser_sum_H0_norm0.8,std_ripser_sq_sum_H0_norm0.8,std_ripser_sum_H0_norm0.9,std_ripser_sq_sum_H0_norm0.9,std_ripser_sum_H0_norm0.95,std_ripser_sq_sum_H0_norm0.95,std_ripser_sum_H0_norm0.99,std_ripser_sq_sum_H0_norm0.99,std_ripser_sum_H1,std_ripser_sq_sum_H1,std_ripser_sum_H1_norm0.5,std_ripser_sq_sum_H1_norm0.5,std_ripser_sum_H1_norm0.7,std_ripser_sq_sum_H1_norm0.7,std_ripser_sum_H1_norm0.8,std_ripser_sq_sum_H1_norm0.8,std_ripser_sum_H1_norm0.9,std_ripser_sq_sum_H1_norm0.9,std_ripser_sum_H1_norm0.95,std_ripser_sq_sum_H1_norm0.95,std_ripser_sum_H1_norm0.99,std_ripser_sq_sum_H1_norm0.99,accuracy,roc_auc,sample_fraction
10,16,0.001,3,10,100,32,8,128,184,435241,73,30,"{'sourceA': ['event_time', 'mcc_code', 'term_id'], 'sourceB': ['event_time', 'tr_type', 'amount']}",gender/checkpoints_large_30/model_16_0.001_3_10_100_128_32_8_128epoch=10.ckpt,10,30,0.4469976,44.6481,5.6955,0.0005,4.665,1.2002,9.6877,0.6946,,1771.4282,63.7625,473.6193,17.0479,439.5331,15.821,421.2518,15.1629,397.8179,14.3194,379.4856,13.6596,344.5968,12.4038,109.533,4.2534,29.2854,1.1372,27.1777,1.0554,26.0473,1.0115,24.5983,0.9552,23.4648,0.9112,21.3075,0.8274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.656,0.7258,0.525
11,16,0.001,3,10,100,32,8,128,184,435241,73,30,"{'sourceA': ['event_time', 'mcc_code', 'term_id'], 'sourceB': ['event_time', 'tr_type', 'amount']}",gender/checkpoints_large_30/model_16_0.001_3_10_100_128_32_8_128epoch=11.ckpt,11,30,0.4443628,45.1221,6.0019,0.0004,4.6929,1.2085,9.7134,0.6852,,1798.4583,64.7338,472.6045,17.0109,438.8574,15.7963,420.6862,15.1422,397.423,14.3049,379.419,13.6568,344.5926,12.4033,110.1158,4.3073,28.9366,1.1319,26.8703,1.0511,25.7577,1.0075,24.3334,0.9518,23.231,0.9087,21.0987,0.8253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.728,0.7484,0.525
12,16,0.001,3,10,100,32,8,128,184,435241,73,30,"{'sourceA': ['event_time', 'mcc_code', 'term_id'], 'sourceB': ['event_time', 'tr_type', 'amount']}",gender/checkpoints_large_30/model_16_0.001_3_10_100_128_32_8_128epoch=12.ckpt,12,30,0.4488358,44.6855,5.6685,0.0005,4.7321,1.2033,9.3607,0.691,,1796.9554,64.6822,473.9703,17.0608,440.0132,15.8385,421.9337,15.1877,398.8017,14.355,380.6446,13.7015,344.4407,12.3983,110.8678,4.2731,29.2428,1.1271,27.1478,1.0463,26.0323,1.0034,24.6051,0.9483,23.4849,0.9052,21.2512,0.8191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.696,0.7211,0.525
13,16,0.001,3,10,100,32,8,128,184,435241,73,30,"{'sourceA': ['event_time', 'mcc_code', 'term_id'], 'sourceB': ['event_time', 'tr_type', 'amount']}",gender/checkpoints_large_30/model_16_0.001_3_10_100_128_32_8_128epoch=13.ckpt,13,30,0.44712013,44.5633,5.7552,0.0004,4.7513,1.198,9.875,0.6973,,1787.322,64.3202,475.0878,17.0969,441.1678,15.8763,423.0294,15.2235,399.6424,14.3819,381.4377,13.7268,346.4206,12.4666,109.8584,4.2664,29.2014,1.1341,27.1165,1.0531,26.0016,1.0098,24.5642,0.954,23.4452,0.9105,21.2929,0.8269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.716,0.7471,0.525
14,16,0.001,3,10,100,32,8,128,184,435241,73,30,"{'sourceA': ['event_time', 'mcc_code', 'term_id'], 'sourceB': ['event_time', 'tr_type', 'amount']}",gender/checkpoints_large_30/model_16_0.001_3_10_100_128_32_8_128epoch=14.ckpt,14,30,0.44583333,44.1494,5.8894,0.0004,4.8183,1.1981,9.7799,0.697,,1796.3156,64.6266,472.8035,17.0102,439.3707,15.8074,421.3859,15.1603,398.4254,14.3343,380.8896,13.7034,346.8516,12.4788,114.2468,4.4104,30.0706,1.1608,27.9443,1.0788,26.8004,1.0346,25.3401,0.9782,24.2248,0.9352,22.06,0.8516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.716,0.7567,0.525
15,16,0.001,3,10,100,32,8,128,184,435241,73,30,"{'sourceA': ['event_time', 'mcc_code', 'term_id'], 'sourceB': ['event_time', 'tr_type', 'amount']}",gender/checkpoints_large_30/model_16_0.001_3_10_100_128_32_8_128epoch=15.ckpt,15,30,0.44883567,44.1953,5.5654,0.0004,4.8327,1.1967,9.4887,0.6985,,1792.7614,64.5195,472.2771,16.9967,438.8796,15.7948,421.0304,15.1524,398.1878,14.3303,380.6446,13.699,346.0724,12.4548,113.2262,4.4111,29.8278,1.1621,27.7185,1.0799,26.5912,1.036,25.1485,0.9798,24.0405,0.9366,21.857,0.8515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.732,0.525
16,16,0.001,3,10,100,32,8,128,184,435241,73,30,"{'sourceA': ['event_time', 'mcc_code', 'term_id'], 'sourceB': ['event_time', 'tr_type', 'amount']}",gender/checkpoints_large_30/model_16_0.001_3_10_100_128_32_8_128epoch=16.ckpt,16,30,0.44950983,44.9839,5.6692,0.0004,4.7669,1.2039,10.0991,0.6905,,1827.5323,65.753,476.2879,17.1364,442.4864,15.9203,424.1744,15.2614,400.971,14.4266,383.085,13.7831,349.0803,12.5596,112.9635,4.3786,29.4403,1.1412,27.351,1.0602,26.2191,1.0163,24.7848,0.9607,23.6793,0.9178,21.5774,0.8364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.684,0.7409,0.525
17,16,0.001,3,10,100,32,8,128,184,435241,73,30,"{'sourceA': ['event_time', 'mcc_code', 'term_id'], 'sourceB': ['event_time', 'tr_type', 'amount']}",gender/checkpoints_large_30/model_16_0.001_3_10_100_128_32_8_128epoch=17.ckpt,17,30,0.45196083,44.6357,5.6953,0.0004,4.8325,1.1989,9.8619,0.696,,1804.3044,64.8731,477.1226,17.1548,443.4638,15.9446,425.3057,15.2917,402.1162,14.4579,384.43,13.822,350.4584,12.6006,110.651,4.2287,29.2601,1.1182,27.1959,1.0393,26.0823,0.9968,24.6602,0.9424,23.5756,0.901,21.4922,0.8214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.696,0.723,0.525
18,16,0.001,3,10,100,32,8,128,184,435241,73,30,"{'sourceA': ['event_time', 'mcc_code', 'term_id'], 'sourceB': ['event_time', 'tr_type', 'amount']}",gender/checkpoints_large_30/model_16_0.001_3_10_100_128_32_8_128epoch=18.ckpt,18,30,0.453125,44.7567,5.4845,0.0004,4.8319,1.2022,9.93,0.6924,,1823.3962,65.5962,476.2382,17.1325,442.8222,15.9304,424.8553,15.2841,402.0607,14.464,384.4703,13.8312,349.7625,12.5826,115.5734,4.4592,30.1857,1.1647,28.0677,1.083,26.9289,1.039,25.4841,0.9833,24.3691,0.9402,22.1692,0.8554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.664,0.7154,0.525
19,16,0.001,3,10,100,32,8,128,184,435241,73,30,"{'sourceA': ['event_time', 'mcc_code', 'term_id'], 'sourceB': ['event_time', 'tr_type', 'amount']}",gender/checkpoints_large_30/model_16_0.001_3_10_100_128_32_8_128epoch=19.ckpt,19,30,0.45128676,44.2716,5.5962,0.0004,4.8366,1.1982,9.9335,0.6966,,1817.6718,65.3891,477.0787,17.1625,443.557,15.9566,425.3743,15.3025,402.3132,14.4729,384.3584,13.8269,350.9213,12.6241,111.1931,4.2972,29.1845,1.1279,27.1339,1.0486,26.0216,1.0056,24.6109,0.9511,23.5125,0.9087,21.467,0.8296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.712,0.7394,0.525
20,16,0.001,3,10,100,32,8,128,184,435241,73,30,"{'sourceA': ['event_time', 'mcc_code', 'term_id'], 'sourceB': ['event_time', 'tr_type', 'amount']}",gender/checkpoints_large_30/model_16_0.001_3_10_100_128_32_8_128epoch=20.ckpt,20,30,0.4511642,43.9283,5.5196,0.0004,4.828,1.1927,9.8325,0.703,,1792.5854,64.4576,475.7549,17.1072,442.1236,15.8978,424.1024,15.2498,400.9835,14.4185,383.3773,13.7854,349.6585,12.573,109.6734,4.2061,29.1075,1.1163,27.0499,1.0374,25.9473,0.9951,24.5328,0.9409,23.4557,0.8995,21.3927,0.8204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.708,0.7506,0.525
21,16,0.001,3,10,100,32,8,128,184,435241,73,30,"{'sourceA': ['event_time', 'mcc_code', 'term_id'], 'sourceB': ['event_time', 'tr_type', 'amount']}",gender/checkpoints_large_30/model_16_0.001_3_10_100_128_32_8_128epoch=21.ckpt,21,30,0.45049012,44.6745,5.4862,0.0004,4.7494,1.1968,9.8122,0.6983,,1803.3708,64.8697,474.3599,17.0634,440.83,15.8573,422.6461,15.2032,399.4586,14.3691,381.6306,13.7278,347.2938,12.4926,107.6286,4.2346,28.3107,1.1139,26.3096,1.0351,25.2243,0.9924,23.8405,0.938,22.7764,0.8961,20.7272,0.8155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7665,0.525
22,16,0.001,3,10,100,32,8,128,184,435241,73,30,"{'sourceA': ['event_time', 'mcc_code', 'term_id'], 'sourceB': ['event_time', 'tr_type', 'amount']}",gender/checkpoints_large_30/model_16_0.001_3_10_100_128_32_8_128epoch=22.ckpt,22,30,0.45269606,44.1056,5.49,0.0003,4.7794,1.192,9.8263,0.7038,,1797.7258,64.6475,477.2564,17.1625,443.6409,15.9536,425.6951,15.3083,402.4745,14.4733,384.7567,13.8361,350.5958,12.6077,108.1889,4.254,28.7217,1.1294,26.6987,1.0498,25.6187,1.0073,24.2213,0.9524,23.155,0.9105,21.0992,0.8296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.712,0.7565,0.525
23,16,0.001,3,10,100,32,8,128,184,435241,73,30,"{'sourceA': ['event_time', 'mcc_code', 'term_id'], 'sourceB': ['event_time', 'tr_type', 'amount']}",gender/checkpoints_large_30/model_16_0.001_3_10_100_128_32_8_128epoch=23.ckpt,23,30,0.45379904,44.5982,5.3247,0.0004,4.7404,1.1986,10.0749,0.6963,,1821.271,65.5196,475.6171,17.1102,442.4377,15.9165,424.4944,15.271,401.5852,14.4469,384.0224,13.8151,349.1704,12.5613,113.3157,4.3709,29.5919,1.1415,27.5276,1.0618,26.4112,1.0188,24.9858,0.9638,23.8931,0.9216,21.7247,0.838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.728,0.7681,0.525
